log10(Mass)+10    log10(VelDisp)   number_of_galaxy
10.644429 2.230453 36.000000
10.636312 2.204184 35.000000
10.602898 2.067516 35.000000
10.649582 2.096524 45.000000
10.545368 2.134723 46.000000
10.634370 2.136446 39.000000
10.654678 2.118182 45.000000
10.589835 2.130293 41.000000
10.644947 2.126031 42.000000
10.636204 2.168830 44.000000
10.658531 2.139579 43.000000
10.661597 2.107629 38.000000
10.598480 2.101275 39.000000
10.673537 2.152533 39.000000
10.490655 2.182712 48.000000
10.529254 2.161386 39.000000
10.602745 2.122757 36.000000
10.651512 2.133826 33.000000
10.622960 2.187811 45.000000
10.670127 2.128726 40.000000
10.654357 2.158937 39.000000
10.659300 2.115434 39.000000
10.207427 2.231986 36.000000
10.587813 2.258483 40.000000
10.626566 2.170543 41.000000
10.655158 2.217126 40.000000
10.670281 2.228113 39.000000
10.636213 2.177756 37.000000
10.676152 2.291683 38.000000
10.641569 2.308129 43.000000
10.663666 2.208916 45.000000
10.658367 2.249262 38.000000
10.614908 2.166789 37.000000
10.644034 2.255390 37.000000
10.647804 2.163699 43.000000
10.607378 2.209764 39.000000
10.586802 2.226467 40.000000
10.526351 2.252639 38.000000
10.600264 2.201849 36.000000
10.643622 2.138571 45.000000
10.664551 2.212464 35.000000
10.587500 2.227053 41.000000
10.648783 2.290713 35.000000
10.636581 2.184638 40.000000
10.655029 2.388400 41.000000
10.637769 2.338513 52.000000
10.651744 2.213594 45.000000
10.524775 2.242499 44.000000
10.617466 2.238112 36.000000
10.639614 2.317999 44.000000
10.561014 2.300066 41.000000
10.645802 2.394677 43.000000
10.632714 2.371048 33.000000
10.651774 2.417179 29.000000
10.578886 2.286298 40.000000
10.661616 2.180950 35.000000
10.618276 2.288292 42.000000
10.466647 2.199411 37.000000
10.462494 2.579792 131.000000
10.627824 2.340778 40.000000
10.662051 2.453411 35.000000
10.624139 2.397324 36.000000
10.600238 2.261429 37.000000
10.638657 2.285780 40.000000
10.585887 2.367626 27.000000
10.652848 2.329656 36.000000
10.411850 2.374267 41.000000
10.562764 2.293665 43.000000
10.585534 2.447658 40.000000
10.637617 2.311494 41.000000
10.639085 2.303691 44.000000
10.363806 2.406609 104.000000
10.606121 2.316673 39.000000
10.568144 2.335536 30.000000
10.637834 2.264106 31.000000
10.485965 2.297207 39.000000
10.612511 2.292237 40.000000
10.485952 2.357386 41.000000
10.637441 2.310115 36.000000
10.586092 2.343379 40.000000
10.628498 2.488225 45.000000
10.634243 2.527197 42.000000
10.602169 2.517434 46.000000
10.612794 2.465788 46.000000
10.607118 2.491887 47.000000
10.561030 2.517855 47.000000
10.592137 2.517042 57.000000
10.620530 2.444322 59.000000
10.629951 2.507361 50.000000
10.586336 2.472445 44.000000
10.629019 2.518160 40.000000
10.193034 2.452783 53.000000
10.606714 2.546293 38.000000
10.573024 2.476997 69.000000
10.653647 2.482159 72.000000
10.615146 2.523701 48.000000
10.590741 2.448106 46.000000
10.619314 2.510241 47.000000
10.606925 2.610707 150.000000
10.601641 2.496633 47.000000
10.535601 2.472993 49.000000
10.587254 2.497318 52.000000
10.596496 2.520436 49.000000
10.613490 2.513865 67.000000
10.601577 2.530146 86.000000
10.487690 2.557635 55.000000
10.562439 2.518019 60.000000
10.583295 2.610409 63.000000
10.594615 2.476795 175.000000
10.554003 2.517674 80.000000
10.575456 2.599539 66.000000
10.542987 2.490608 69.000000
10.368316 2.446254 87.000000
10.483335 2.526200 53.000000
10.529655 2.454823 85.000000
10.608410 2.492509 89.000000
10.376044 2.468916 131.000000
10.556548 2.448546 137.000000
10.485179 2.419628 264.000000
10.571667 2.486693 54.000000
10.577154 2.420610 147.000000
10.649958 2.456645 61.000000
10.592089 2.448595 64.000000
9.420741 2.394758 152.000000
10.621386 2.413621 61.000000
10.618330 2.439911 72.000000
10.566173 2.463118 84.000000
10.622870 2.378348 155.000000
10.600265 2.450652 93.000000
10.572872 2.391134 71.000000
10.585169 2.399129 61.000000
10.596722 2.435971 74.000000
10.579548 2.408332 80.000000
10.597872 2.359207 75.000000
10.569176 2.401923 120.000000
10.597282 2.479437 120.000000
10.600240 2.410949 81.000000
10.580273 2.412172 71.000000
10.566801 2.386468 98.000000
10.588802 2.461855 57.000000
10.599208 2.456412 142.000000
10.553938 2.371267 69.000000
10.534227 2.382534 120.000000
10.581429 2.403181 99.000000
10.413856 2.359508 63.000000
10.574495 2.343471 70.000000
10.603613 2.369761 69.000000
10.537195 2.323472 110.000000
10.303411 2.387430 65.000000
10.540449 2.396390 76.000000
10.559406 2.404594 67.000000
10.590510 2.287830 88.000000
10.566163 2.301122 61.000000
10.600213 2.298196 69.000000
10.499655 2.348012 72.000000
10.426453 2.244668 89.000000
10.608082 2.330098 84.000000
10.569385 2.304500 67.000000
10.600448 2.353996 69.000000
10.596993 2.342651 69.000000
10.578598 2.382374 83.000000
10.531367 2.338486 65.000000
10.606978 2.350090 67.000000
10.587525 2.360801 57.000000
10.388515 2.282261 108.000000
10.476393 2.292159 68.000000
10.497168 2.327331 60.000000
10.580582 2.322277 61.000000
10.595850 2.324125 58.000000
10.589472 2.347202 57.000000
10.508490 2.457199 91.000000
10.580671 2.349768 64.000000
10.578774 2.325554 67.000000
10.555624 2.419965 70.000000
10.593609 2.354230 63.000000
10.430564 2.342118 58.000000
10.514065 2.342642 55.000000
10.597872 2.348819 53.000000
10.576172 2.266441 59.000000
10.551975 2.389593 54.000000
10.593226 2.297508 55.000000
10.567154 2.335577 58.000000
10.543062 2.319135 59.000000
10.568270 2.332466 47.000000
10.549260 2.232563 52.000000
10.600330 2.329592 47.000000
10.561591 2.332921 66.000000
10.468520 2.203442 50.000000
10.491551 2.274727 50.000000
10.581226 2.269939 63.000000
10.531664 2.318886 46.000000
10.538588 2.250631 49.000000
10.600661 2.202563 67.000000
10.570096 2.201994 41.000000
10.471513 2.224331 45.000000
10.580318 2.274635 41.000000
10.520651 2.320179 35.000000
10.543414 2.216030 68.000000
10.553193 2.328871 36.000000
10.553193 2.168786 55.000000
10.544220 2.240356 32.000000
10.507571 2.264076 32.000000
10.553125 2.253118 34.000000
10.546156 2.235214 31.000000
10.544336 2.198761 31.000000
10.553212 2.249740 32.000000
10.523977 2.172282 24.000000
10.563855 2.263335 27.000000
10.254745 2.104435 28.000000
10.559819 2.229173 26.000000
10.569554 2.121918 28.000000
10.575267 2.254402 21.000000
10.568539 2.167883 21.000000
10.563726 2.194534 20.000000
10.542438 2.184113 27.000000
10.516920 2.202970 20.000000
10.412921 2.155267 17.000000
10.414469 2.216949 17.000000
10.532691 2.095722 24.000000
10.555295 2.063352 19.000000
10.536904 2.330523 16.000000
10.564205 2.123083 18.000000
10.310939 2.311665 14.000000
10.519842 2.291778 17.000000
10.508442 2.263103 15.000000
10.514438 2.158000 13.000000
10.123308 2.218503 12.000000
10.089295 2.089992 13.000000
10.561049 2.138524 11.000000
10.526303 2.216702 12.000000
10.534105 2.150986 13.000000
10.555672 2.052276 11.000000
10.586848 2.044755 13.000000
10.518942 2.158812 9.000000
10.532702 2.149310 15.000000
10.537378 2.275509 12.000000
10.547145 2.124643 8.000000
10.542697 2.143673 9.000000
10.542866 2.303349 8.000000
10.449429 2.051053 6.000000
10.517963 1.933283 7.000000
10.555083 1.869246 5.000000
10.553100 2.270721 6.000000
10.502530 2.201956 6.000000
10.564393 1.826829 6.000000
10.256660 2.028053 6.000000
10.575455 2.062890 6.000000
10.557271 2.162947 5.000000
10.534480 2.053820 7.000000
10.561801 2.175509 4.000000
10.500600 1.846552 3.000000
10.533756 2.380345 7.000000
10.545399 2.100194 5.000000
10.546252 2.044671 5.000000
10.390218 2.211794 5.000000
10.564596 2.285176 4.000000
10.417687 2.251245 4.000000
10.544319 1.984798 4.000000
10.550368 2.179180 2.000000
10.521755 2.164919 3.000000
10.328990 1.941878 2.000000
10.516296 1.855523 2.000000
10.508939 1.925931 2.000000
10.502031 1.785135 2.000000
10.422488 2.105866 2.000000
10.503201 -inf 1.000000
10.494546 2.246644 2.000000
10.500146 2.320836 3.000000
10.526912 1.695582 2.000000
10.519936 2.035908 2.000000
10.534845 -inf 1.000000
10.506197 1.942345 2.000000
10.545297 1.936973 2.000000
10.313058 -inf 1.000000
10.483867 nan 0.000000
10.508368 -inf 1.000000
10.530008 -inf 1.000000
10.531039 -inf 1.000000
10.534774 -inf 1.000000
10.536776 -inf 1.000000
10.367152 nan 0.000000
10.529065 nan 0.000000
10.515332 nan 0.000000
10.487674 nan 0.000000
10.548597 nan 0.000000
10.535785 nan 0.000000
10.502451 nan 0.000000
10.519299 nan 0.000000
10.523132 nan 0.000000
10.485009 nan 0.000000
10.543484 nan 0.000000
10.530649 nan 0.000000
10.280096 nan 0.000000
10.516339 nan 0.000000
10.522887 nan 0.000000
10.512649 nan 0.000000
10.518537 nan 0.000000
10.526371 nan 0.000000
10.536096 nan 0.000000
10.527172 nan 0.000000
10.493156 nan 0.000000
10.502321 nan 0.000000
10.497218 nan 0.000000
10.517828 nan 0.000000
10.507171 nan 0.000000
10.537624 nan 0.000000
10.528581 nan 0.000000
10.545895 nan 0.000000
10.254107 nan 0.000000
-inf -inf 0.000000
10.465178 nan 0.000000
10.533767 nan 0.000000
10.464869 nan 0.000000
10.495260 nan 0.000000
10.508551 nan 0.000000
10.517062 nan 0.000000
10.367762 nan 0.000000
10.524325 nan 0.000000
10.452980 nan 0.000000
10.336737 nan 0.000000
10.442061 nan 0.000000
10.534032 nan 0.000000
10.484891 nan 0.000000
10.421809 nan 0.000000
10.471222 nan 0.000000
10.495081 nan 0.000000
10.513674 nan 0.000000
10.518001 nan 0.000000
10.518508 nan 0.000000
10.490492 nan 0.000000
10.475411 nan 0.000000
10.475370 nan 0.000000
10.495533 nan 0.000000
10.519035 nan 0.000000
10.412406 nan 0.000000
9.997347 nan 0.000000
10.517083 nan 0.000000
10.539251 nan 0.000000
10.491472 nan 0.000000
10.475631 nan 0.000000
10.378573 nan 0.000000
10.507482 nan 0.000000
10.528695 nan 0.000000
10.464467 nan 0.000000
10.431940 nan 0.000000
10.510315 nan 0.000000
10.510197 nan 0.000000
10.499702 nan 0.000000
10.480441 nan 0.000000
10.511561 nan 0.000000
10.463895 nan 0.000000
10.491643 nan 0.000000
10.471928 nan 0.000000
10.385931 nan 0.000000
10.450900 nan 0.000000
10.501506 nan 0.000000
10.504314 nan 0.000000
10.463910 nan 0.000000
10.278988 nan 0.000000
10.502023 nan 0.000000
10.501103 nan 0.000000
10.482842 nan 0.000000
10.488486 nan 0.000000
10.487097 nan 0.000000
10.492344 nan 0.000000
10.482296 nan 0.000000
10.508664 nan 0.000000
10.466695 nan 0.000000
10.446282 nan 0.000000
10.485047 nan 0.000000
10.488183 nan 0.000000
10.483450 nan 0.000000
10.487580 nan 0.000000
10.520167 nan 0.000000
10.307198 nan 0.000000
10.483203 nan 0.000000
10.493439 nan 0.000000
10.457421 nan 0.000000
10.475293 nan 0.000000
10.420164 nan 0.000000
10.480291 nan 0.000000
10.477883 nan 0.000000
10.477675 nan 0.000000
10.460146 nan 0.000000
10.453779 nan 0.000000
10.463438 nan 0.000000
10.498200 nan 0.000000
10.481259 nan 0.000000
10.320370 nan 0.000000
10.508721 nan 0.000000
10.437907 nan 0.000000
10.490093 nan 0.000000
10.502589 nan 0.000000
10.428340 nan 0.000000
10.454072 nan 0.000000
10.472712 nan 0.000000
10.202599 nan 0.000000
10.471949 nan 0.000000
10.469331 nan 0.000000
10.447714 nan 0.000000
10.476818 nan 0.000000
10.459060 nan 0.000000
10.437556 nan 0.000000
10.471309 nan 0.000000
10.461666 nan 0.000000
10.476833 nan 0.000000
10.483918 nan 0.000000
10.457188 nan 0.000000
10.478224 nan 0.000000
10.414066 nan 0.000000
10.455822 nan 0.000000
10.481944 nan 0.000000
10.487419 nan 0.000000
10.303563 nan 0.000000
10.456584 nan 0.000000
10.475611 nan 0.000000
10.490771 nan 0.000000
10.467627 nan 0.000000
10.503903 nan 0.000000
10.461766 nan 0.000000
10.412487 nan 0.000000
10.468896 nan 0.000000
10.472926 nan 0.000000
10.460277 nan 0.000000
10.459702 nan 0.000000
10.473710 nan 0.000000
10.422518 nan 0.000000
10.437534 nan 0.000000
10.447911 nan 0.000000
10.465404 nan 0.000000
10.269498 nan 0.000000
10.461328 nan 0.000000
10.444002 nan 0.000000
10.482869 nan 0.000000
10.481004 nan 0.000000
10.453245 nan 0.000000
10.457633 nan 0.000000
10.420556 nan 0.000000
10.463312 nan 0.000000
10.405575 nan 0.000000
10.436182 nan 0.000000
10.442436 nan 0.000000
10.434055 nan 0.000000
10.494862 nan 0.000000
10.468708 nan 0.000000
10.451517 nan 0.000000
10.418365 nan 0.000000
10.277722 nan 0.000000
10.336884 nan 0.000000
10.469532 nan 0.000000
10.466966 nan 0.000000
10.096665 nan 0.000000
10.463699 nan 0.000000
10.476397 nan 0.000000
10.458323 nan 0.000000
10.453332 nan 0.000000
10.158187 nan 0.000000
10.462030 nan 0.000000
10.457424 nan 0.000000
10.437161 nan 0.000000
10.270838 nan 0.000000
10.453078 nan 0.000000
10.427854 nan 0.000000
10.465885 nan 0.000000
10.415677 nan 0.000000
10.457836 nan 0.000000
10.330950 nan 0.000000
10.315187 nan 0.000000
10.428879 nan 0.000000
10.431101 nan 0.000000
10.415899 nan 0.000000
10.443776 nan 0.000000
10.387440 nan 0.000000
10.435841 nan 0.000000
10.464650 nan 0.000000
10.394180 nan 0.000000
10.457911 nan 0.000000
10.426827 nan 0.000000
10.485149 nan 0.000000
10.431932 nan 0.000000
10.418995 nan 0.000000
10.455959 nan 0.000000
10.409934 nan 0.000000
10.438091 nan 0.000000
10.494868 nan 0.000000
10.447225 nan 0.000000
10.459772 nan 0.000000
10.409275 nan 0.000000
10.428522 nan 0.000000
10.455805 nan 0.000000
10.453045 nan 0.000000
10.432777 nan 0.000000
10.407175 nan 0.000000
10.439122 nan 0.000000
10.431024 nan 0.000000
10.350292 nan 0.000000
10.431110 nan 0.000000
10.357135 nan 0.000000
10.479393 nan 0.000000
10.386033 nan 0.000000
10.440723 nan 0.000000
10.475240 nan 0.000000
10.456735 nan 0.000000
10.445206 nan 0.000000
10.422470 nan 0.000000
10.405655 nan 0.000000
10.383122 nan 0.000000
10.420640 nan 0.000000
10.446208 nan 0.000000
10.440063 nan 0.000000
10.240506 nan 0.000000
10.103504 nan 0.000000
10.388988 nan 0.000000
10.475721 nan 0.000000
9.923913 nan 0.000000
10.422463 nan 0.000000
10.413280 nan 0.000000
10.421216 nan 0.000000
10.445304 nan 0.000000
10.441803 nan 0.000000
10.429741 nan 0.000000
10.381642 nan 0.000000
10.418193 nan 0.000000
10.441117 nan 0.000000
10.431609 nan 0.000000
10.400939 nan 0.000000
10.417514 nan 0.000000
10.312570 nan 0.000000
10.395406 nan 0.000000
10.446007 nan 0.000000
10.443311 nan 0.000000
10.433150 nan 0.000000
10.432664 nan 0.000000
10.420094 nan 0.000000
10.435983 nan 0.000000
10.446519 nan 0.000000
10.410909 nan 0.000000
10.444162 nan 0.000000
10.401898 nan 0.000000
10.399825 nan 0.000000
10.431687 nan 0.000000
10.437439 nan 0.000000
10.386832 nan 0.000000
10.437162 nan 0.000000
10.355089 nan 0.000000
10.399555 nan 0.000000
10.355186 nan 0.000000
10.438307 nan 0.000000
10.419354 nan 0.000000
10.327478 nan 0.000000
10.454988 nan 0.000000
10.403262 nan 0.000000
10.424992 nan 0.000000
10.417168 nan 0.000000
10.421822 nan 0.000000
10.399058 nan 0.000000
10.404897 nan 0.000000
10.404311 nan 0.000000
10.341096 nan 0.000000
10.303648 nan 0.000000
10.365997 nan 0.000000
10.382258 nan 0.000000
10.424946 nan 0.000000
10.405573 nan 0.000000
10.429174 nan 0.000000
10.410325 nan 0.000000
10.359999 nan 0.000000
10.344118 nan 0.000000
10.390070 nan 0.000000
10.357673 nan 0.000000
10.417788 nan 0.000000
10.427159 nan 0.000000
10.440524 nan 0.000000
10.337350 nan 0.000000
10.400326 nan 0.000000
10.401243 nan 0.000000
10.364959 nan 0.000000
10.430753 nan 0.000000
10.377642 nan 0.000000
10.405506 nan 0.000000
10.376663 nan 0.000000
10.393573 nan 0.000000
10.413570 nan 0.000000
10.359084 nan 0.000000
10.428401 nan 0.000000
10.181828 nan 0.000000
10.417073 nan 0.000000
10.160969 nan 0.000000
10.036436 nan 0.000000
10.396981 nan 0.000000
10.401509 nan 0.000000
10.369507 nan 0.000000
10.413351 nan 0.000000
10.406063 nan 0.000000
10.394523 nan 0.000000
10.427594 nan 0.000000
10.337793 nan 0.000000
10.321853 nan 0.000000
10.430977 nan 0.000000
10.369873 nan 0.000000
10.420018 nan 0.000000
10.400049 nan 0.000000
10.416946 nan 0.000000
10.395672 nan 0.000000
10.361606 nan 0.000000
10.389089 nan 0.000000
10.349106 nan 0.000000
10.444552 nan 0.000000
10.416212 nan 0.000000
10.272934 nan 0.000000
10.414652 nan 0.000000
10.363566 nan 0.000000
10.237021 nan 0.000000
10.389635 nan 0.000000
10.382832 nan 0.000000
10.272766 nan 0.000000
10.391804 nan 0.000000
10.409796 nan 0.000000
10.393752 nan 0.000000
10.375526 nan 0.000000
10.408993 nan 0.000000
10.346628 nan 0.000000
10.410534 nan 0.000000
10.409075 nan 0.000000
10.413127 nan 0.000000
10.374854 nan 0.000000
10.406422 nan 0.000000
10.411834 nan 0.000000
10.350517 nan 0.000000
10.261138 nan 0.000000
10.434638 nan 0.000000
10.357954 nan 0.000000
10.419918 nan 0.000000
10.370331 nan 0.000000
10.225210 nan 0.000000
10.405046 nan 0.000000
10.386853 nan 0.000000
10.347933 nan 0.000000
10.382192 nan 0.000000
10.380772 nan 0.000000
10.410374 nan 0.000000
10.135621 nan 0.000000
10.379022 nan 0.000000
10.296604 nan 0.000000
10.399532 nan 0.000000
10.389226 nan 0.000000
10.296934 nan 0.000000
10.396696 nan 0.000000
10.401636 nan 0.000000
10.350808 nan 0.000000
10.352035 nan 0.000000
10.389616 nan 0.000000
10.415878 nan 0.000000
10.327752 nan 0.000000
10.351102 nan 0.000000
10.321348 nan 0.000000
10.403052 nan 0.000000
10.305246 nan 0.000000
-inf -inf 0.000000
10.381061 nan 0.000000
10.331605 nan 0.000000
10.371609 nan 0.000000
10.325798 nan 0.000000
10.398803 nan 0.000000
10.397509 nan 0.000000
10.291905 nan 0.000000
10.356643 nan 0.000000
10.395935 nan 0.000000
10.314389 nan 0.000000
10.314297 nan 0.000000
10.378449 nan 0.000000
10.409262 nan 0.000000
10.348346 nan 0.000000
10.392122 nan 0.000000
10.359273 nan 0.000000
10.161262 nan 0.000000
10.144510 nan 0.000000
10.380578 nan 0.000000
10.383320 nan 0.000000
10.354936 nan 0.000000
10.387415 nan 0.000000
10.402430 nan 0.000000
10.398202 nan 0.000000
10.399708 nan 0.000000
10.037012 nan 0.000000
10.379092 nan 0.000000
10.299079 nan 0.000000
10.337954 nan 0.000000
10.368858 nan 0.000000
10.401272 nan 0.000000
9.966938 nan 0.000000
10.364296 nan 0.000000
10.345348 nan 0.000000
10.402970 nan 0.000000
10.398329 nan 0.000000
10.371342 nan 0.000000
10.362939 nan 0.000000
10.065328 nan 0.000000
10.346379 nan 0.000000
10.084515 nan 0.000000
10.288876 nan 0.000000
10.363705 nan 0.000000
10.351618 nan 0.000000
10.380162 nan 0.000000
10.302963 nan 0.000000
10.342388 nan 0.000000
10.382621 nan 0.000000
10.359154 nan 0.000000
10.371370 nan 0.000000
10.367218 nan 0.000000
10.309665 nan 0.000000
10.381476 nan 0.000000
10.347834 nan 0.000000
10.384247 nan 0.000000
10.382447 nan 0.000000
10.333340 nan 0.000000
