No. Number M200 sigma200 R200 Sigma M_sigma Sigma_LoS
7581.0 1.0 3.6951 38.2958 0.0542 0.0 0.0 0.0
7582.0 1.0 2.8256 35.0201 0.0495 0.0 0.0 0.0
7583.0 1.0 1.8475 30.3953 0.043 0.0 0.0 0.0
7584.0 0.0 0.0 nan 0.0 nan nan nan
7585.0 1.0 2.6083 34.0981 0.0482 0.0 0.0 0.0
7586.0 1.0 3.2604 36.7311 0.052 0.0 0.0 0.0
7587.0 1.0 3.2604 36.7311 0.052 0.0 0.0 0.0
7588.0 1.0 2.0649 31.5439 0.0446 0.0 0.0 0.0
7589.0 1.0 1.3041 27.0638 0.0383 0.0 0.0 0.0
7590.0 1.0 1.5215 28.4904 0.0403 0.0 0.0 0.0
7591.0 1.0 2.717 34.5648 0.0489 0.0 0.0 0.0
7592.0 1.0 3.043 35.8966 0.0508 0.0 0.0 0.0
7593.0 1.0 2.717 34.5648 0.0489 0.0 0.0 0.0
7594.0 1.0 1.9562 30.9802 0.0438 0.0 0.0 0.0
7595.0 1.0 2.9343 35.4636 0.0502 0.0 0.0 0.0
7596.0 1.0 2.4996 33.6179 0.0476 0.0 0.0 0.0
7597.0 1.0 1.1955 26.2901 0.0372 0.0 0.0 0.0
7598.0 1.0 2.9343 35.4636 0.0502 0.0 0.0 0.0
7599.0 1.0 1.3041 27.0638 0.0383 0.0 0.0 0.0
7600.0 1.0 2.0649 31.5439 0.0446 0.0 0.0 0.0
7601.0 1.0 3.043 35.8966 0.0508 0.0 0.0 0.0
7602.0 1.0 3.369 37.1347 0.0525 0.0 0.0 0.0
7603.0 1.0 0.8694 23.6425 0.0334 0.0 0.0 0.0
7604.0 1.0 3.043 35.8966 0.0508 0.0 0.0 0.0
7605.0 1.0 3.1517 36.3175 0.0514 0.0 0.0 0.0
7606.0 1.0 0.8694 23.6425 0.0334 0.0 0.0 0.0
7607.0 1.0 3.369 37.1347 0.0525 0.0 0.0 0.0
7608.0 1.0 3.8038 38.6677 0.0547 0.0 0.0 0.0
7609.0 1.0 3.2604 36.7311 0.052 0.0 0.0 0.0
7610.0 1.0 2.0649 31.5439 0.0446 0.0 0.0 0.0
7611.0 1.0 2.3909 33.1228 0.0469 0.0 0.0 0.0
7612.0 1.0 3.043 35.8966 0.0508 0.0 0.0 0.0
7613.0 1.0 3.369 37.1347 0.0525 0.0 0.0 0.0
7614.0 1.0 3.043 35.8966 0.0508 0.0 0.0 0.0
7615.0 1.0 1.7389 29.787 0.0421 0.0 0.0 0.0
7616.0 1.0 2.8256 35.0201 0.0495 0.0 0.0 0.0
7617.0 1.0 3.1517 36.3175 0.0514 0.0 0.0 0.0
7618.0 1.0 2.717 34.5648 0.0489 0.0 0.0 0.0
7619.0 1.0 2.8256 35.0201 0.0495 0.0 0.0 0.0
7620.0 1.0 3.369 37.1347 0.0525 0.0 0.0 0.0
7621.0 1.0 2.717 34.5648 0.0489 0.0 0.0 0.0
7622.0 1.0 3.2604 36.7311 0.052 0.0 0.0 0.0
7623.0 1.0 3.1517 36.3175 0.0514 0.0 0.0 0.0
7624.0 1.0 2.4996 33.6179 0.0476 0.0 0.0 0.0
7625.0 1.0 2.4996 33.6179 0.0476 0.0 0.0 0.0
7626.0 1.0 2.717 34.5648 0.0489 0.0 0.0 0.0
7627.0 1.0 2.3909 33.1228 0.0469 0.0 0.0 0.0
7628.0 1.0 1.6302 29.1532 0.0412 0.0 0.0 0.0
7629.0 1.0 1.7389 29.787 0.0421 0.0 0.0 0.0
7630.0 1.0 2.1736 32.0873 0.0454 0.0 0.0 0.0
7631.0 1.0 1.8475 30.3953 0.043 0.0 0.0 0.0
7632.0 1.0 1.8475 30.3953 0.043 0.0 0.0 0.0
7633.0 1.0 2.4996 33.6179 0.0476 0.0 0.0 0.0
7634.0 1.0 1.4128 27.7952 0.0393 0.0 0.0 0.0
7635.0 1.0 1.9562 30.9802 0.0438 0.0 0.0 0.0
7636.0 1.0 2.717 34.5648 0.0489 0.0 0.0 0.0
7637.0 1.0 2.0649 31.5439 0.0446 0.0 0.0 0.0
7638.0 1.0 2.717 34.5648 0.0489 0.0 0.0 0.0
7639.0 1.0 2.8256 35.0201 0.0495 0.0 0.0 0.0
7640.0 1.0 1.6302 29.1532 0.0412 0.0 0.0 0.0
7641.0 1.0 3.4777 37.529 0.0531 0.0 0.0 0.0
7642.0 1.0 3.369 37.1347 0.0525 0.0 0.0 0.0
7643.0 1.0 2.0649 31.5439 0.0446 0.0 0.0 0.0
7644.0 1.0 2.9343 35.4636 0.0502 0.0 0.0 0.0
7645.0 1.0 3.2604 36.7311 0.052 0.0 0.0 0.0
7646.0 1.0 2.6083 34.0981 0.0482 0.0 0.0 0.0
7647.0 1.0 2.717 34.5648 0.0489 0.0 0.0 0.0
7648.0 1.0 2.8256 35.0201 0.0495 0.0 0.0 0.0
7649.0 1.0 3.369 37.1347 0.0525 0.0 0.0 0.0
7650.0 1.0 2.9343 35.4636 0.0502 0.0 0.0 0.0
7651.0 1.0 2.9343 35.4636 0.0502 0.0 0.0 0.0
7652.0 1.0 3.369 37.1347 0.0525 0.0 0.0 0.0
7653.0 1.0 2.4996 33.6179 0.0476 0.0 0.0 0.0
7654.0 1.0 3.043 35.8966 0.0508 0.0 0.0 0.0
7655.0 1.0 3.4777 37.529 0.0531 0.0 0.0 0.0
7656.0 1.0 2.9343 35.4636 0.0502 0.0 0.0 0.0
7657.0 1.0 3.6951 38.2958 0.0542 0.0 0.0 0.0
7658.0 1.0 1.0868 25.4679 0.036 0.0 0.0 0.0
7659.0 0.0 0.0 nan 0.0 nan nan nan
7660.0 1.0 3.4777 37.529 0.0531 0.0 0.0 0.0
7661.0 1.0 1.9562 30.9802 0.0438 0.0 0.0 0.0
7662.0 1.0 2.2823 32.6138 0.0461 0.0 0.0 0.0
7663.0 1.0 2.9343 35.4636 0.0502 0.0 0.0 0.0
7664.0 1.0 3.1517 36.3175 0.0514 0.0 0.0 0.0
7665.0 1.0 2.9343 35.4636 0.0502 0.0 0.0 0.0
7666.0 1.0 2.1736 32.0873 0.0454 0.0 0.0 0.0
7667.0 1.0 2.6083 34.0981 0.0482 0.0 0.0 0.0
7668.0 1.0 2.6083 34.0981 0.0482 0.0 0.0 0.0
7669.0 1.0 3.043 35.8966 0.0508 0.0 0.0 0.0
7670.0 1.0 1.3041 27.0638 0.0383 0.0 0.0 0.0
7671.0 1.0 2.6083 34.0981 0.0482 0.0 0.0 0.0
7672.0 1.0 1.0868 25.4679 0.036 0.0 0.0 0.0
7673.0 1.0 2.4996 33.6179 0.0476 0.0 0.0 0.0
7674.0 1.0 3.5864 37.9164 0.0536 0.0 0.0 0.0
7675.0 1.0 2.9343 35.4636 0.0502 0.0 0.0 0.0
7676.0 1.0 2.0649 31.5439 0.0446 0.0 0.0 0.0
7677.0 1.0 2.4996 33.6179 0.0476 0.0 0.0 0.0
7678.0 1.0 2.717 34.5648 0.0489 0.0 0.0 0.0
7679.0 1.0 2.9343 35.4636 0.0502 0.0 0.0 0.0
7680.0 1.0 2.2823 32.6138 0.0461 0.0 0.0 0.0
7681.0 1.0 2.8256 35.0201 0.0495 0.0 0.0 0.0
7682.0 1.0 3.5864 37.9164 0.0536 0.0 0.0 0.0
7683.0 1.0 1.9562 30.9802 0.0438 0.0 0.0 0.0
7684.0 1.0 1.3041 27.0638 0.0383 0.0 0.0 0.0
7685.0 1.0 2.8256 35.0201 0.0495 0.0 0.0 0.0
7686.0 1.0 3.1517 36.3175 0.0514 0.0 0.0 0.0
7687.0 1.0 3.043 35.8966 0.0508 0.0 0.0 0.0
7688.0 1.0 3.1517 36.3175 0.0514 0.0 0.0 0.0
7689.0 1.0 1.5215 28.4904 0.0403 0.0 0.0 0.0
7690.0 1.0 2.8256 35.02 0.0495 0.0 0.0 0.0
7691.0 1.0 1.1955 26.2899 0.0372 0.0 0.0 0.0
7692.0 1.0 1.1955 26.2899 0.0372 0.0 0.0 0.0
7693.0 0.0 0.0 nan 0.0 nan nan nan
7694.0 1.0 3.369 37.1348 0.0525 0.0 0.0 0.0
7695.0 1.0 2.717 34.5652 0.0489 0.0 0.0 0.0
7696.0 1.0 1.1955 26.2899 0.0372 0.0 0.0 0.0
7697.0 1.0 3.6951 38.296 0.0542 0.0 0.0 0.0
7698.0 1.0 1.6302 29.1531 0.0412 0.0 0.0 0.0
7699.0 1.0 2.9343 35.4634 0.0502 0.0 0.0 0.0
7700.0 0.0 0.0 nan 0.0 nan nan nan
7701.0 0.0 0.0 nan 0.0 nan nan nan
7702.0 1.0 3.043 35.8962 0.0508 0.0 0.0 0.0
7703.0 1.0 2.4996 33.6175 0.0476 0.0 0.0 0.0
7704.0 1.0 3.1517 36.3173 0.0514 0.0 0.0 0.0
7705.0 1.0 2.8256 35.02 0.0495 0.0 0.0 0.0
7706.0 1.0 1.1955 26.2899 0.0372 0.0 0.0 0.0
7707.0 0.0 0.0 nan 0.0 nan nan nan
7708.0 1.0 2.8256 35.02 0.0495 0.0 0.0 0.0
7709.0 1.0 2.4996 33.6175 0.0476 0.0 0.0 0.0
7710.0 1.0 2.3909 33.1228 0.0469 0.0 0.0 0.0
7711.0 0.0 0.0 nan 0.0 nan nan nan
7712.0 1.0 1.4128 27.795 0.0393 0.0 0.0 0.0
7713.0 1.0 3.1517 36.3173 0.0514 0.0 0.0 0.0
7714.0 1.0 2.717 34.5652 0.0489 0.0 0.0 0.0
7715.0 1.0 3.8038 38.6679 0.0547 0.0 0.0 0.0
7716.0 0.0 0.0 nan 0.0 nan nan nan
7717.0 1.0 2.9343 35.4634 0.0502 0.0 0.0 0.0
7718.0 1.0 2.2823 32.6131 0.0461 0.0 0.0 0.0
7719.0 0.0 0.0 nan 0.0 nan nan nan
7720.0 1.0 2.9343 35.4634 0.0502 0.0 0.0 0.0
7721.0 1.0 1.6302 29.1531 0.0412 0.0 0.0 0.0
7722.0 1.0 2.6083 34.0981 0.0482 0.0 0.0 0.0
7723.0 1.0 2.717 34.5652 0.0489 0.0 0.0 0.0
7724.0 1.0 2.2823 32.6131 0.0461 0.0 0.0 0.0
7725.0 1.0 2.6083 34.0981 0.0482 0.0 0.0 0.0
7726.0 1.0 2.1736 32.0877 0.0454 0.0 0.0 0.0
7727.0 1.0 1.9562 30.9798 0.0438 0.0 0.0 0.0
7728.0 1.0 3.2604 36.7311 0.052 0.0 0.0 0.0
7729.0 1.0 1.8475 30.3958 0.043 0.0 0.0 0.0
7730.0 1.0 1.6302 29.1531 0.0412 0.0 0.0 0.0
7731.0 1.0 3.2604 36.7311 0.052 0.0 0.0 0.0
7732.0 1.0 2.3909 33.1228 0.0469 0.0 0.0 0.0
7733.0 1.0 1.5215 28.4908 0.0403 0.0 0.0 0.0
7734.0 1.0 2.2823 32.6131 0.0461 0.0 0.0 0.0
7735.0 0.0 0.0 nan 0.0 nan nan nan
7736.0 1.0 1.6302 29.1531 0.0412 0.0 0.0 0.0
7737.0 1.0 3.5864 37.9166 0.0536 0.0 0.0 0.0
7738.0 1.0 1.3041 27.0637 0.0383 0.0 0.0 0.0
7739.0 0.0 0.0 nan 0.0 nan nan nan
7740.0 1.0 2.2823 32.6131 0.0461 0.0 0.0 0.0
7741.0 1.0 2.1736 32.0877 0.0454 0.0 0.0 0.0
7742.0 0.0 0.0 nan 0.0 nan nan nan
7743.0 1.0 1.4128 27.795 0.0393 0.0 0.0 0.0
7744.0 1.0 2.9343 35.4634 0.0502 0.0 0.0 0.0
7745.0 1.0 1.6302 29.1531 0.0412 0.0 0.0 0.0
7746.0 1.0 2.1736 32.0877 0.0454 0.0 0.0 0.0
7747.0 1.0 1.3041 27.0637 0.0383 0.0 0.0 0.0
7748.0 1.0 2.8256 35.02 0.0495 0.0 0.0 0.0
7749.0 0.0 0.0 nan 0.0 nan nan nan
7750.0 1.0 1.0868 25.4674 0.036 0.0 0.0 0.0
7751.0 1.0 1.6302 29.1531 0.0412 0.0 0.0 0.0
7752.0 1.0 2.4996 33.6175 0.0476 0.0 0.0 0.0
7753.0 0.0 0.0 nan 0.0 nan nan nan
7754.0 0.0 0.0 nan 0.0 nan nan nan
7755.0 1.0 2.0649 31.5435 0.0446 0.0 0.0 0.0
7756.0 1.0 2.717 34.5652 0.0489 0.0 0.0 0.0
7757.0 1.0 2.3909 33.1228 0.0469 0.0 0.0 0.0
7758.0 1.0 2.2823 32.6131 0.0461 0.0 0.0 0.0
7759.0 1.0 2.9343 35.4634 0.0502 0.0 0.0 0.0
7760.0 1.0 3.2604 36.7311 0.052 0.0 0.0 0.0
7761.0 1.0 2.2823 32.6131 0.0461 0.0 0.0 0.0
7762.0 1.0 1.6302 29.1531 0.0412 0.0 0.0 0.0
7763.0 1.0 2.3909 33.1228 0.0469 0.0 0.0 0.0
7764.0 1.0 1.9562 30.9798 0.0438 0.0 0.0 0.0
7765.0 1.0 3.1517 36.3173 0.0514 0.0 0.0 0.0
7766.0 0.0 0.0 nan 0.0 nan nan nan
7767.0 0.0 0.0 nan 0.0 nan nan nan
7768.0 1.0 3.1517 36.3173 0.0514 0.0 0.0 0.0
7769.0 1.0 3.043 35.8962 0.0508 0.0 0.0 0.0
7770.0 0.0 0.0 nan 0.0 nan nan nan
7771.0 1.0 1.8475 30.3958 0.043 0.0 0.0 0.0
7772.0 1.0 2.8256 35.02 0.0495 0.0 0.0 0.0
7773.0 1.0 2.3909 33.1228 0.0469 0.0 0.0 0.0
7774.0 1.0 2.2823 32.6131 0.0461 0.0 0.0 0.0
7775.0 1.0 3.043 35.8962 0.0508 0.0 0.0 0.0
7776.0 1.0 2.3909 33.1228 0.0469 0.0 0.0 0.0
7777.0 1.0 2.8256 35.02 0.0495 0.0 0.0 0.0
7778.0 1.0 2.0649 31.5435 0.0446 0.0 0.0 0.0
7779.0 1.0 3.369 37.1348 0.0525 0.0 0.0 0.0
7780.0 0.0 0.0 nan 0.0 nan nan nan
7781.0 1.0 1.4128 27.795 0.0393 0.0 0.0 0.0
7782.0 1.0 1.8475 30.3958 0.043 0.0 0.0 0.0
7783.0 1.0 2.0649 31.5435 0.0446 0.0 0.0 0.0
7784.0 1.0 2.3909 33.1228 0.0469 0.0 0.0 0.0
7785.0 1.0 2.717 34.5652 0.0489 0.0 0.0 0.0
7786.0 1.0 2.9343 35.4634 0.0502 0.0 0.0 0.0
7787.0 1.0 3.6951 38.296 0.0542 0.0 0.0 0.0
7788.0 1.0 1.9562 30.9798 0.0438 0.0 0.0 0.0
7789.0 1.0 2.9343 35.4634 0.0502 0.0 0.0 0.0
7790.0 0.0 0.0 nan 0.0 nan nan nan
7791.0 1.0 2.4996 33.6175 0.0476 0.0 0.0 0.0
7792.0 1.0 3.4777 37.5292 0.0531 0.0 0.0 0.0
7793.0 1.0 2.9343 35.4634 0.0502 0.0 0.0 0.0
7794.0 1.0 2.6083 34.0981 0.0482 0.0 0.0 0.0
7795.0 0.0 0.0 nan 0.0 nan nan nan
7796.0 1.0 1.9562 30.9798 0.0438 0.0 0.0 0.0
7797.0 1.0 1.5215 28.4908 0.0403 0.0 0.0 0.0
7798.0 1.0 1.8475 30.3958 0.043 0.0 0.0 0.0
7799.0 1.0 2.1736 32.0877 0.0454 0.0 0.0 0.0
7800.0 1.0 1.7389 29.7872 0.0421 0.0 0.0 0.0
7801.0 1.0 2.0649 31.5435 0.0446 0.0 0.0 0.0
7802.0 1.0 2.717 34.5652 0.0489 0.0 0.0 0.0
7803.0 1.0 2.1736 32.0877 0.0454 0.0 0.0 0.0
7804.0 1.0 1.5215 28.4908 0.0403 0.0 0.0 0.0
7805.0 1.0 2.2823 32.6131 0.0461 0.0 0.0 0.0
7806.0 1.0 2.4996 33.6175 0.0476 0.0 0.0 0.0
7807.0 1.0 2.2823 32.6131 0.0461 0.0 0.0 0.0
7808.0 1.0 3.1517 36.3173 0.0514 0.0 0.0 0.0
7809.0 0.0 0.0 nan 0.0 nan nan nan
7810.0 0.0 0.0 nan 0.0 nan nan nan
7811.0 1.0 3.2604 36.7311 0.052 0.0 0.0 0.0
7812.0 1.0 2.0649 31.5435 0.0446 0.0 0.0 0.0
7813.0 1.0 2.6083 34.0981 0.0482 0.0 0.0 0.0
7814.0 1.0 2.1736 32.0877 0.0454 0.0 0.0 0.0
7815.0 1.0 3.369 37.1348 0.0525 0.0 0.0 0.0
7816.0 1.0 1.8475 30.3958 0.043 0.0 0.0 0.0
7817.0 1.0 1.4128 27.795 0.0393 0.0 0.0 0.0
7818.0 1.0 2.1736 32.0877 0.0454 0.0 0.0 0.0
7819.0 1.0 3.369 37.1348 0.0525 0.0 0.0 0.0
7820.0 1.0 2.0649 31.5435 0.0446 0.0 0.0 0.0
7821.0 1.0 2.717 34.5652 0.0489 0.0 0.0 0.0
7822.0 1.0 1.0868 25.4674 0.036 0.0 0.0 0.0
7823.0 1.0 3.1517 36.3173 0.0514 0.0 0.0 0.0
7824.0 1.0 3.2604 36.7311 0.052 0.0 0.0 0.0
7825.0 1.0 2.4996 33.6175 0.0476 0.0 0.0 0.0
7826.0 1.0 3.2604 36.7311 0.052 0.0 0.0 0.0
7827.0 1.0 1.9562 30.9798 0.0438 0.0 0.0 0.0
7828.0 1.0 1.3041 27.0637 0.0383 0.0 0.0 0.0
7829.0 1.0 2.6083 34.0981 0.0482 0.0 0.0 0.0
7830.0 1.0 2.717 34.5652 0.0489 0.0 0.0 0.0
7831.0 1.0 2.3909 33.1228 0.0469 0.0 0.0 0.0
7832.0 1.0 2.9343 35.4634 0.0502 0.0 0.0 0.0
7833.0 0.0 0.0 nan 0.0 nan nan nan
7834.0 1.0 2.1736 32.0877 0.0454 0.0 0.0 0.0
7835.0 1.0 3.4777 37.5292 0.0531 0.0 0.0 0.0
7836.0 1.0 1.8475 30.3958 0.043 0.0 0.0 0.0
7837.0 1.0 2.0649 31.5435 0.0446 0.0 0.0 0.0
7838.0 1.0 2.4996 33.6175 0.0476 0.0 0.0 0.0
7839.0 1.0 2.0649 31.5435 0.0446 0.0 0.0 0.0
7840.0 1.0 2.9343 35.4634 0.0502 0.0 0.0 0.0
7841.0 1.0 2.717 34.5652 0.0489 0.0 0.0 0.0
7842.0 1.0 1.8475 30.3958 0.043 0.0 0.0 0.0
7843.0 1.0 2.3909 33.1228 0.0469 0.0 0.0 0.0
7844.0 1.0 2.1736 32.0877 0.0454 0.0 0.0 0.0
7845.0 1.0 2.1736 32.0877 0.0454 0.0 0.0 0.0
7846.0 1.0 2.8256 35.02 0.0495 0.0 0.0 0.0
7847.0 1.0 2.3909 33.1228 0.0469 0.0 0.0 0.0
7848.0 1.0 2.2823 32.6131 0.0461 0.0 0.0 0.0
7849.0 1.0 2.3909 33.1228 0.0469 0.0 0.0 0.0
7850.0 1.0 2.6083 34.0981 0.0482 0.0 0.0 0.0
7851.0 1.0 3.043 35.8962 0.0508 0.0 0.0 0.0
7852.0 1.0 2.9343 35.4634 0.0502 0.0 0.0 0.0
7853.0 1.0 2.8256 35.02 0.0495 0.0 0.0 0.0
7854.0 1.0 2.1736 32.0877 0.0454 0.0 0.0 0.0
7855.0 1.0 2.1736 32.0877 0.0454 0.0 0.0 0.0
7856.0 0.0 0.0 nan 0.0 nan nan nan
7857.0 1.0 2.8256 35.02 0.0495 0.0 0.0 0.0
7858.0 1.0 2.717 34.5652 0.0489 0.0 0.0 0.0
7859.0 1.0 1.7389 29.7872 0.0421 0.0 0.0 0.0
7860.0 1.0 2.9343 35.4634 0.0502 0.0 0.0 0.0
7861.0 1.0 1.3041 27.0637 0.0383 0.0 0.0 0.0
7862.0 1.0 2.0649 31.5435 0.0446 0.0 0.0 0.0
7863.0 1.0 2.1736 32.0877 0.0454 0.0 0.0 0.0
7864.0 1.0 3.2604 36.7311 0.052 0.0 0.0 0.0
7865.0 1.0 2.2823 32.6131 0.0461 0.0 0.0 0.0
7866.0 1.0 2.9343 35.4634 0.0502 0.0 0.0 0.0
7867.0 1.0 0.8694 23.6424 0.0334 0.0 0.0 0.0
7868.0 0.0 0.0 nan 0.0 nan nan nan
7869.0 1.0 3.2604 36.7311 0.052 0.0 0.0 0.0
7870.0 1.0 2.4996 33.6175 0.0476 0.0 0.0 0.0
7871.0 1.0 1.3041 27.0637 0.0383 0.0 0.0 0.0
7872.0 1.0 3.043 35.8962 0.0508 0.0 0.0 0.0
7873.0 1.0 1.7389 29.7872 0.0421 0.0 0.0 0.0
7874.0 1.0 2.4996 33.6175 0.0476 0.0 0.0 0.0
7875.0 1.0 1.6302 29.1531 0.0412 0.0 0.0 0.0
7876.0 1.0 2.2823 32.6131 0.0461 0.0 0.0 0.0
7877.0 1.0 2.3909 33.1228 0.0469 0.0 0.0 0.0
7878.0 1.0 2.3909 33.1228 0.0469 0.0 0.0 0.0
7879.0 1.0 2.8256 35.02 0.0495 0.0 0.0 0.0
7880.0 1.0 2.8256 35.02 0.0495 0.0 0.0 0.0
7881.0 1.0 1.9562 30.9798 0.0438 0.0 0.0 0.0
7882.0 0.0 0.0 nan 0.0 nan nan nan
7883.0 0.0 0.0 nan 0.0 nan nan nan
7884.0 1.0 3.043 35.8962 0.0508 0.0 0.0 0.0
7885.0 1.0 1.8475 30.3958 0.043 0.0 0.0 0.0
7886.0 1.0 1.8475 30.3958 0.043 0.0 0.0 0.0
7887.0 1.0 2.8256 35.02 0.0495 0.0 0.0 0.0
7888.0 1.0 2.9343 35.4634 0.0502 0.0 0.0 0.0
7889.0 1.0 2.3909 33.1228 0.0469 0.0 0.0 0.0
7890.0 1.0 2.4996 33.6175 0.0476 0.0 0.0 0.0
7891.0 1.0 2.8256 35.02 0.0495 0.0 0.0 0.0
7892.0 1.0 3.043 35.8962 0.0508 0.0 0.0 0.0
7893.0 1.0 3.369 37.1348 0.0525 0.0 0.0 0.0
7894.0 1.0 3.043 35.8962 0.0508 0.0 0.0 0.0
7895.0 1.0 1.4128 27.795 0.0393 0.0 0.0 0.0
7896.0 1.0 0.6521 21.4803 0.0304 0.0 0.0 0.0
7897.0 1.0 2.6083 34.0981 0.0482 0.0 0.0 0.0
7898.0 1.0 2.2823 32.6131 0.0461 0.0 0.0 0.0
7899.0 1.0 2.2823 32.6131 0.0461 0.0 0.0 0.0
7900.0 1.0 1.4128 27.795 0.0393 0.0 0.0 0.0
7901.0 1.0 3.1517 36.3173 0.0514 0.0 0.0 0.0
7902.0 0.0 0.0 nan 0.0 nan nan nan
7903.0 1.0 3.5864 37.9166 0.0536 0.0 0.0 0.0
7904.0 1.0 3.369 37.1348 0.0525 0.0 0.0 0.0
7905.0 1.0 1.1955 26.2899 0.0372 0.0 0.0 0.0
7906.0 1.0 2.9343 35.4634 0.0502 0.0 0.0 0.0
7907.0 1.0 3.369 37.1348 0.0525 0.0 0.0 0.0
7908.0 1.0 2.2823 32.6131 0.0461 0.0 0.0 0.0
7909.0 1.0 2.6083 34.0981 0.0482 0.0 0.0 0.0
7910.0 1.0 2.3909 33.1228 0.0469 0.0 0.0 0.0
7911.0 1.0 2.717 34.5652 0.0489 0.0 0.0 0.0
7912.0 1.0 1.9562 30.9798 0.0438 0.0 0.0 0.0
7913.0 1.0 2.2823 32.6131 0.0461 0.0 0.0 0.0
7914.0 1.0 2.8256 35.02 0.0495 0.0 0.0 0.0
7915.0 1.0 2.8256 35.02 0.0495 0.0 0.0 0.0
7916.0 1.0 2.1736 32.0877 0.0454 0.0 0.0 0.0
7917.0 1.0 1.9562 30.9798 0.0438 0.0 0.0 0.0
7918.0 1.0 0.9781 24.5888 0.0348 0.0 0.0 0.0
7919.0 1.0 0.8694 23.6421 0.0334 0.0 0.0 0.0
7920.0 0.0 0.0 nan 0.0 nan nan nan
7921.0 1.0 1.3041 27.0632 0.0383 0.0 0.0 0.0
7922.0 0.0 0.0 nan 0.0 nan nan nan
7923.0 1.0 1.7389 29.7876 0.0421 0.0 0.0 0.0
7924.0 1.0 1.4128 27.7954 0.0393 0.0 0.0 0.0
7925.0 1.0 2.6083 34.0982 0.0482 0.0 0.0 0.0
7926.0 1.0 1.5215 28.4901 0.0403 0.0 0.0 0.0
7927.0 1.0 2.0649 31.5435 0.0446 0.0 0.0 0.0
7928.0 1.0 2.717 34.5649 0.0489 0.0 0.0 0.0
7929.0 1.0 2.8256 35.0201 0.0495 0.0 0.0 0.0
7930.0 1.0 3.1517 36.3184 0.0514 0.0 0.0 0.0
7931.0 1.0 2.8256 35.0201 0.0495 0.0 0.0 0.0
7932.0 1.0 0.9781 24.5888 0.0348 0.0 0.0 0.0
7933.0 1.0 1.4128 27.7954 0.0393 0.0 0.0 0.0
7934.0 1.0 2.9343 35.4638 0.0502 0.0 0.0 0.0
7935.0 1.0 2.6083 34.0982 0.0482 0.0 0.0 0.0
7936.0 1.0 2.3909 33.1234 0.0469 0.0 0.0 0.0
7937.0 1.0 2.6083 34.0982 0.0482 0.0 0.0 0.0
7938.0 1.0 2.9343 35.4638 0.0502 0.0 0.0 0.0
7939.0 1.0 3.2604 36.7306 0.052 0.0 0.0 0.0
7940.0 0.0 0.0 nan 0.0 nan nan nan
7941.0 1.0 2.4996 33.6179 0.0476 0.0 0.0 0.0
7942.0 1.0 0.9781 24.5888 0.0348 0.0 0.0 0.0
7943.0 1.0 2.4996 33.6179 0.0476 0.0 0.0 0.0
7944.0 1.0 2.3909 33.1234 0.0469 0.0 0.0 0.0
7945.0 1.0 1.7389 29.7876 0.0421 0.0 0.0 0.0
7946.0 1.0 2.1736 32.0877 0.0454 0.0 0.0 0.0
7947.0 1.0 0.6521 21.4801 0.0304 0.0 0.0 0.0
7948.0 1.0 2.9343 35.4638 0.0502 0.0 0.0 0.0
7949.0 1.0 2.4996 33.6179 0.0476 0.0 0.0 0.0
7950.0 1.0 3.043 35.8952 0.0508 0.0 0.0 0.0
7951.0 1.0 2.3909 33.1234 0.0469 0.0 0.0 0.0
7952.0 1.0 2.8256 35.0201 0.0495 0.0 0.0 0.0
7953.0 0.0 0.0 nan 0.0 nan nan nan
7954.0 0.0 0.0 nan 0.0 nan nan nan
7955.0 0.0 0.0 nan 0.0 nan nan nan
7956.0 1.0 2.3909 33.1234 0.0469 0.0 0.0 0.0
7957.0 1.0 2.6083 34.0982 0.0482 0.0 0.0 0.0
7958.0 1.0 3.043 35.8952 0.0508 0.0 0.0 0.0
7959.0 1.0 2.717 34.5649 0.0489 0.0 0.0 0.0
7960.0 0.0 0.0 nan 0.0 nan nan nan
7961.0 1.0 2.8256 35.0201 0.0495 0.0 0.0 0.0
7962.0 1.0 2.3909 33.1234 0.0469 0.0 0.0 0.0
7963.0 0.0 0.0 nan 0.0 nan nan nan
7964.0 1.0 2.2823 32.6139 0.0461 0.0 0.0 0.0
7965.0 1.0 3.369 37.1345 0.0525 0.0 0.0 0.0
7966.0 1.0 2.8256 35.0201 0.0495 0.0 0.0 0.0
7967.0 1.0 2.2823 32.6139 0.0461 0.0 0.0 0.0
7968.0 1.0 3.2604 36.7306 0.052 0.0 0.0 0.0
7969.0 1.0 2.3909 33.1234 0.0469 0.0 0.0 0.0
7970.0 0.0 0.0 nan 0.0 nan nan nan
7971.0 1.0 2.4996 33.6179 0.0476 0.0 0.0 0.0
7972.0 0.0 0.0 nan 0.0 nan nan nan
7973.0 0.0 0.0 nan 0.0 nan nan nan
7974.0 0.0 0.0 nan 0.0 nan nan nan
7975.0 1.0 2.4996 33.6179 0.0476 0.0 0.0 0.0
7976.0 1.0 2.1736 32.0877 0.0454 0.0 0.0 0.0
7977.0 0.0 0.0 nan 0.0 nan nan nan
7978.0 0.0 0.0 nan 0.0 nan nan nan
7979.0 1.0 0.8694 23.6421 0.0334 0.0 0.0 0.0
7980.0 1.0 2.0649 31.5435 0.0446 0.0 0.0 0.0
7981.0 0.0 0.0 nan 0.0 nan nan nan
7982.0 0.0 0.0 nan 0.0 nan nan nan
