No. Number M200 sigma200 R200 Sigma M_sigma Sigma_LoS
7181.0 0.0 0.0 nan 0.0 nan nan nan
7182.0 1.0 2.6083 34.0982 0.0482 0.0 0.0 0.0
7183.0 1.0 2.9343 35.4631 0.0502 0.0 0.0 0.0
7184.0 0.0 0.0 nan 0.0 nan nan nan
7185.0 1.0 3.4777 37.5298 0.0531 0.0 0.0 0.0
7186.0 1.0 2.4996 33.6179 0.0476 0.0 0.0 0.0
7187.0 1.0 2.717 34.5652 0.0489 0.0 0.0 0.0
7188.0 1.0 4.1298 39.7426 0.0562 0.0 0.0 0.0
7189.0 1.0 3.369 37.1354 0.0525 0.0 0.0 0.0
7190.0 1.0 1.7389 29.7872 0.0421 0.0 0.0 0.0
7191.0 1.0 2.6083 34.0982 0.0482 0.0 0.0 0.0
7192.0 1.0 3.1517 36.3179 0.0514 0.0 0.0 0.0
7193.0 1.0 2.9343 35.4631 0.0502 0.0 0.0 0.0
7194.0 0.0 0.0 nan 0.0 nan nan nan
7195.0 1.0 1.8475 30.3955 0.043 0.0 0.0 0.0
7196.0 1.0 2.9343 35.4631 0.0502 0.0 0.0 0.0
7197.0 1.0 3.6951 38.2951 0.0542 0.0 0.0 0.0
7198.0 1.0 3.5864 37.9173 0.0536 0.0 0.0 0.0
7199.0 1.0 1.5215 28.4906 0.0403 0.0 0.0 0.0
7200.0 1.0 1.9562 30.9805 0.0438 0.0 0.0 0.0
7201.0 1.0 3.1517 36.3179 0.0514 0.0 0.0 0.0
7202.0 1.0 3.369 37.1354 0.0525 0.0 0.0 0.0
7203.0 1.0 1.8475 30.3955 0.043 0.0 0.0 0.0
7204.0 1.0 3.1517 36.3179 0.0514 0.0 0.0 0.0
7205.0 1.0 3.2604 36.7301 0.052 0.0 0.0 0.0
7206.0 1.0 2.6083 34.0982 0.0482 0.0 0.0 0.0
7207.0 1.0 2.9343 35.4631 0.0502 0.0 0.0 0.0
7208.0 1.0 2.3909 33.1236 0.0469 0.0 0.0 0.0
7209.0 1.0 3.043 35.8954 0.0508 0.0 0.0 0.0
7210.0 1.0 2.3909 33.1236 0.0469 0.0 0.0 0.0
7211.0 1.0 3.1517 36.3179 0.0514 0.0 0.0 0.0
7212.0 1.0 1.0868 25.4673 0.036 0.0 0.0 0.0
7213.0 1.0 3.5864 37.9173 0.0536 0.0 0.0 0.0
7214.0 1.0 2.4996 33.6179 0.0476 0.0 0.0 0.0
7215.0 1.0 1.8475 30.3955 0.043 0.0 0.0 0.0
7216.0 1.0 2.8256 35.0201 0.0495 0.0 0.0 0.0
7217.0 1.0 2.0649 31.5436 0.0446 0.0 0.0 0.0
7218.0 1.0 1.5215 28.4906 0.0403 0.0 0.0 0.0
7219.0 1.0 1.8475 30.3955 0.043 0.0 0.0 0.0
7220.0 1.0 1.1955 26.2903 0.0372 0.0 0.0 0.0
7221.0 1.0 2.3909 33.1236 0.0469 0.0 0.0 0.0
7222.0 1.0 2.6083 34.0982 0.0482 0.0 0.0 0.0
7223.0 1.0 3.5864 37.9173 0.0536 0.0 0.0 0.0
7224.0 1.0 2.6083 34.0982 0.0482 0.0 0.0 0.0
7225.0 1.0 3.043 35.8954 0.0508 0.0 0.0 0.0
7226.0 1.0 3.369 37.1354 0.0525 0.0 0.0 0.0
7227.0 1.0 1.7389 29.7872 0.0421 0.0 0.0 0.0
7228.0 1.0 1.1955 26.2903 0.0372 0.0 0.0 0.0
7229.0 1.0 3.2604 36.7301 0.052 0.0 0.0 0.0
7230.0 1.0 2.3909 33.1236 0.0469 0.0 0.0 0.0
7231.0 0.0 0.0 nan 0.0 nan nan nan
7232.0 1.0 3.369 37.1354 0.0525 0.0 0.0 0.0
7233.0 1.0 1.9562 30.9805 0.0438 0.0 0.0 0.0
7234.0 1.0 3.2604 36.7301 0.052 0.0 0.0 0.0
7235.0 1.0 1.4128 27.7953 0.0393 0.0 0.0 0.0
7236.0 1.0 2.717 34.5652 0.0489 0.0 0.0 0.0
7237.0 1.0 3.4777 37.5298 0.0531 0.0 0.0 0.0
7238.0 1.0 2.0649 31.5436 0.0446 0.0 0.0 0.0
7239.0 1.0 1.5215 28.4906 0.0403 0.0 0.0 0.0
7240.0 1.0 3.369 37.1354 0.0525 0.0 0.0 0.0
7241.0 1.0 3.043 35.8954 0.0508 0.0 0.0 0.0
7242.0 1.0 2.6083 34.0982 0.0482 0.0 0.0 0.0
7243.0 1.0 1.1955 26.2903 0.0372 0.0 0.0 0.0
7244.0 1.0 3.369 37.1354 0.0525 0.0 0.0 0.0
7245.0 1.0 3.1517 36.3179 0.0514 0.0 0.0 0.0
7246.0 1.0 3.8038 38.6673 0.0547 0.0 0.0 0.0
7247.0 1.0 2.2823 32.6138 0.0461 0.0 0.0 0.0
7248.0 0.0 0.0 nan 0.0 nan nan nan
7249.0 1.0 2.2823 32.6138 0.0461 0.0 0.0 0.0
7250.0 1.0 1.7389 29.7872 0.0421 0.0 0.0 0.0
7251.0 1.0 3.2604 36.7301 0.052 0.0 0.0 0.0
7252.0 1.0 1.6302 29.1537 0.0412 0.0 0.0 0.0
7253.0 1.0 3.1517 36.3179 0.0514 0.0 0.0 0.0
7254.0 1.0 2.3909 33.1236 0.0469 0.0 0.0 0.0
7255.0 1.0 3.6951 38.2951 0.0542 0.0 0.0 0.0
7256.0 1.0 2.3909 33.1236 0.0469 0.0 0.0 0.0
7257.0 1.0 2.9343 35.4631 0.0502 0.0 0.0 0.0
7258.0 1.0 3.2604 36.7301 0.052 0.0 0.0 0.0
7259.0 1.0 2.6083 34.0982 0.0482 0.0 0.0 0.0
7260.0 1.0 2.6083 34.0982 0.0482 0.0 0.0 0.0
7261.0 1.0 2.9343 35.4631 0.0502 0.0 0.0 0.0
7262.0 1.0 1.5215 28.4906 0.0403 0.0 0.0 0.0
7263.0 0.0 0.0 nan 0.0 nan nan nan
7264.0 1.0 3.4777 37.5298 0.0531 0.0 0.0 0.0
7265.0 1.0 2.1736 32.0875 0.0454 0.0 0.0 0.0
7266.0 1.0 3.2604 36.7301 0.052 0.0 0.0 0.0
7267.0 1.0 3.1517 36.3179 0.0514 0.0 0.0 0.0
7268.0 0.0 0.0 nan 0.0 nan nan nan
7269.0 1.0 3.043 35.8954 0.0508 0.0 0.0 0.0
7270.0 1.0 1.6302 29.1537 0.0412 0.0 0.0 0.0
7271.0 1.0 3.043 35.8954 0.0508 0.0 0.0 0.0
7272.0 1.0 2.0649 31.5436 0.0446 0.0 0.0 0.0
7273.0 1.0 2.8256 35.0201 0.0495 0.0 0.0 0.0
7274.0 1.0 1.5215 28.4906 0.0403 0.0 0.0 0.0
7275.0 1.0 3.5864 37.9173 0.0536 0.0 0.0 0.0
7276.0 1.0 1.7389 29.7872 0.0421 0.0 0.0 0.0
7277.0 1.0 3.2604 36.7301 0.052 0.0 0.0 0.0
7278.0 1.0 3.043 35.8954 0.0508 0.0 0.0 0.0
7279.0 1.0 3.8038 38.6673 0.0547 0.0 0.0 0.0
7280.0 1.0 3.4777 37.5298 0.0531 0.0 0.0 0.0
7281.0 1.0 0.8694 23.6422 0.0334 0.0 0.0 0.0
7282.0 1.0 2.9343 35.4631 0.0502 0.0 0.0 0.0
7283.0 1.0 2.6083 34.0982 0.0482 0.0 0.0 0.0
7284.0 1.0 2.3909 33.1236 0.0469 0.0 0.0 0.0
7285.0 1.0 3.043 35.8954 0.0508 0.0 0.0 0.0
7286.0 1.0 3.1517 36.3179 0.0514 0.0 0.0 0.0
7287.0 1.0 2.717 34.5652 0.0489 0.0 0.0 0.0
7288.0 1.0 2.8256 35.0201 0.0495 0.0 0.0 0.0
7289.0 1.0 2.6083 34.0982 0.0482 0.0 0.0 0.0
7290.0 1.0 3.043 35.8954 0.0508 0.0 0.0 0.0
7291.0 1.0 2.9343 35.4632 0.0502 0.0 0.0 0.0
7292.0 1.0 0.8694 23.6423 0.0334 0.0 0.0 0.0
7293.0 0.0 0.0 nan 0.0 nan nan nan
7294.0 1.0 3.8038 38.6671 0.0547 0.0 0.0 0.0
7295.0 1.0 3.9124 39.0322 0.0552 0.0 0.0 0.0
7296.0 1.0 2.2823 32.6139 0.0461 0.0 0.0 0.0
7297.0 1.0 3.043 35.8956 0.0508 0.0 0.0 0.0
7298.0 1.0 2.0649 31.5434 0.0446 0.0 0.0 0.0
7299.0 1.0 3.043 35.8956 0.0508 0.0 0.0 0.0
7300.0 1.0 1.1955 26.2903 0.0372 0.0 0.0 0.0
7301.0 1.0 2.4996 33.6179 0.0476 0.0 0.0 0.0
7302.0 1.0 2.6083 34.0976 0.0482 0.0 0.0 0.0
7303.0 1.0 1.4128 27.7957 0.0393 0.0 0.0 0.0
7304.0 1.0 2.8256 35.02 0.0495 0.0 0.0 0.0
7305.0 1.0 1.8475 30.3956 0.043 0.0 0.0 0.0
7306.0 1.0 3.5864 37.9174 0.0536 0.0 0.0 0.0
7307.0 1.0 3.5864 37.9174 0.0536 0.0 0.0 0.0
7308.0 1.0 1.4128 27.7957 0.0393 0.0 0.0 0.0
7309.0 0.0 0.0 nan 0.0 nan nan nan
7310.0 1.0 2.9343 35.4632 0.0502 0.0 0.0 0.0
7311.0 0.0 0.0 nan 0.0 nan nan nan
7312.0 1.0 2.3909 33.1233 0.0469 0.0 0.0 0.0
7313.0 1.0 2.1736 32.0871 0.0454 0.0 0.0 0.0
7314.0 1.0 1.5215 28.4904 0.0403 0.0 0.0 0.0
7315.0 1.0 3.5864 37.9174 0.0536 0.0 0.0 0.0
7316.0 1.0 1.8475 30.3956 0.043 0.0 0.0 0.0
7317.0 1.0 1.9562 30.9796 0.0438 0.0 0.0 0.0
7318.0 1.0 1.3041 27.0631 0.0383 0.0 0.0 0.0
7319.0 1.0 2.3909 33.1233 0.0469 0.0 0.0 0.0
7320.0 0.0 0.0 nan 0.0 nan nan nan
7321.0 1.0 3.043 35.8956 0.0508 0.0 0.0 0.0
7322.0 0.0 0.0 nan 0.0 nan nan nan
7323.0 1.0 3.6951 38.2951 0.0542 0.0 0.0 0.0
7324.0 1.0 2.8256 35.02 0.0495 0.0 0.0 0.0
7325.0 1.0 3.043 35.8956 0.0508 0.0 0.0 0.0
7326.0 0.0 0.0 nan 0.0 nan nan nan
7327.0 1.0 2.6083 34.0976 0.0482 0.0 0.0 0.0
7328.0 1.0 1.9562 30.9796 0.0438 0.0 0.0 0.0
7329.0 1.0 3.9124 39.0322 0.0552 0.0 0.0 0.0
7330.0 1.0 2.2823 32.6139 0.0461 0.0 0.0 0.0
7331.0 1.0 3.369 37.1339 0.0525 0.0 0.0 0.0
7332.0 1.0 1.9562 30.9796 0.0438 0.0 0.0 0.0
7333.0 1.0 2.3909 33.1233 0.0469 0.0 0.0 0.0
7334.0 1.0 2.9343 35.4632 0.0502 0.0 0.0 0.0
7335.0 1.0 2.8256 35.02 0.0495 0.0 0.0 0.0
7336.0 1.0 2.6083 34.0976 0.0482 0.0 0.0 0.0
7337.0 1.0 2.9343 35.4632 0.0502 0.0 0.0 0.0
7338.0 1.0 3.2604 36.7303 0.052 0.0 0.0 0.0
7339.0 1.0 2.2823 32.6139 0.0461 0.0 0.0 0.0
7340.0 1.0 1.5215 28.4904 0.0403 0.0 0.0 0.0
7341.0 1.0 2.6083 34.0976 0.0482 0.0 0.0 0.0
7342.0 1.0 2.1736 32.0871 0.0454 0.0 0.0 0.0
7343.0 0.0 0.0 nan 0.0 nan nan nan
7344.0 1.0 2.6083 34.0976 0.0482 0.0 0.0 0.0
7345.0 1.0 2.3909 33.1233 0.0469 0.0 0.0 0.0
7346.0 0.0 0.0 nan 0.0 nan nan nan
7347.0 1.0 3.2604 36.7303 0.052 0.0 0.0 0.0
7348.0 1.0 3.043 35.8956 0.0508 0.0 0.0 0.0
7349.0 1.0 2.6083 34.0976 0.0482 0.0 0.0 0.0
7350.0 1.0 2.6083 34.0976 0.0482 0.0 0.0 0.0
7351.0 1.0 2.4996 33.6179 0.0476 0.0 0.0 0.0
7352.0 1.0 3.2604 36.7303 0.052 0.0 0.0 0.0
7353.0 0.0 0.0 nan 0.0 nan nan nan
7354.0 1.0 2.717 34.5649 0.0489 0.0 0.0 0.0
7355.0 0.0 0.0 nan 0.0 nan nan nan
7356.0 1.0 3.1517 36.3186 0.0514 0.0 0.0 0.0
7357.0 1.0 0.6521 21.4805 0.0304 0.0 0.0 0.0
7358.0 1.0 2.9343 35.4632 0.0502 0.0 0.0 0.0
7359.0 1.0 1.9562 30.9796 0.0438 0.0 0.0 0.0
7360.0 0.0 0.0 nan 0.0 nan nan nan
7361.0 0.0 0.0 nan 0.0 nan nan nan
7362.0 0.0 0.0 nan 0.0 nan nan nan
7363.0 0.0 0.0 nan 0.0 nan nan nan
7364.0 1.0 2.1736 32.0871 0.0454 0.0 0.0 0.0
7365.0 1.0 2.717 34.5649 0.0489 0.0 0.0 0.0
7366.0 1.0 3.369 37.1339 0.0525 0.0 0.0 0.0
7367.0 1.0 3.1517 36.3186 0.0514 0.0 0.0 0.0
7368.0 1.0 3.4777 37.5299 0.0531 0.0 0.0 0.0
7369.0 1.0 3.369 37.1339 0.0525 0.0 0.0 0.0
7370.0 1.0 2.6083 34.0976 0.0482 0.0 0.0 0.0
7371.0 0.0 0.0 nan 0.0 nan nan nan
7372.0 1.0 3.1517 36.3186 0.0514 0.0 0.0 0.0
7373.0 1.0 3.9124 39.0322 0.0552 0.0 0.0 0.0
7374.0 1.0 2.717 34.5649 0.0489 0.0 0.0 0.0
7375.0 0.0 0.0 nan 0.0 nan nan nan
7376.0 1.0 2.717 34.5649 0.0489 0.0 0.0 0.0
7377.0 1.0 2.1736 32.0871 0.0454 0.0 0.0 0.0
7378.0 1.0 1.9562 30.9796 0.0438 0.0 0.0 0.0
7379.0 1.0 2.8256 35.02 0.0495 0.0 0.0 0.0
7380.0 1.0 2.0649 31.5434 0.0446 0.0 0.0 0.0
7381.0 1.0 2.2823 32.6139 0.0461 0.0 0.0 0.0
7382.0 1.0 3.043 35.8956 0.0508 0.0 0.0 0.0
7383.0 1.0 0.7608 22.6132 0.032 0.0 0.0 0.0
7384.0 1.0 2.8256 35.02 0.0495 0.0 0.0 0.0
7385.0 1.0 3.369 37.1339 0.0525 0.0 0.0 0.0
7386.0 1.0 1.6302 29.1538 0.0412 0.0 0.0 0.0
7387.0 1.0 2.4996 33.6179 0.0476 0.0 0.0 0.0
7388.0 0.0 0.0 nan 0.0 nan nan nan
7389.0 1.0 2.2823 32.6139 0.0461 0.0 0.0 0.0
7390.0 1.0 1.7389 29.7873 0.0421 0.0 0.0 0.0
7391.0 1.0 1.4128 27.7957 0.0393 0.0 0.0 0.0
7392.0 1.0 3.5864 37.9174 0.0536 0.0 0.0 0.0
7393.0 1.0 3.043 35.8956 0.0508 0.0 0.0 0.0
7394.0 1.0 2.6083 34.0976 0.0482 0.0 0.0 0.0
7395.0 1.0 3.2604 36.7303 0.052 0.0 0.0 0.0
7396.0 1.0 2.2823 32.6139 0.0461 0.0 0.0 0.0
7397.0 1.0 3.1517 36.3186 0.0514 0.0 0.0 0.0
7398.0 1.0 3.2604 36.7303 0.052 0.0 0.0 0.0
7399.0 1.0 3.4777 37.5299 0.0531 0.0 0.0 0.0
7400.0 1.0 3.043 35.8956 0.0508 0.0 0.0 0.0
7401.0 1.0 2.0649 31.5434 0.0446 0.0 0.0 0.0
7402.0 1.0 2.1736 32.0871 0.0454 0.0 0.0 0.0
7403.0 1.0 1.9562 30.9796 0.0438 0.0 0.0 0.0
7404.0 1.0 2.2823 32.6139 0.0461 0.0 0.0 0.0
7405.0 1.0 2.6083 34.0976 0.0482 0.0 0.0 0.0
7406.0 1.0 3.1517 36.3186 0.0514 0.0 0.0 0.0
7407.0 1.0 2.3909 33.1233 0.0469 0.0 0.0 0.0
7408.0 1.0 3.043 35.8956 0.0508 0.0 0.0 0.0
7409.0 1.0 2.9343 35.4632 0.0502 0.0 0.0 0.0
7410.0 1.0 3.2604 36.7303 0.052 0.0 0.0 0.0
7411.0 1.0 2.8256 35.02 0.0495 0.0 0.0 0.0
7412.0 1.0 2.2823 32.6139 0.0461 0.0 0.0 0.0
7413.0 1.0 3.5864 37.9174 0.0536 0.0 0.0 0.0
7414.0 1.0 2.717 34.5649 0.0489 0.0 0.0 0.0
7415.0 1.0 1.3041 27.0631 0.0383 0.0 0.0 0.0
7416.0 1.0 2.9343 35.4632 0.0502 0.0 0.0 0.0
7417.0 1.0 3.5864 37.9174 0.0536 0.0 0.0 0.0
7418.0 1.0 2.2823 32.6139 0.0461 0.0 0.0 0.0
7419.0 1.0 3.1517 36.3186 0.0514 0.0 0.0 0.0
7420.0 1.0 2.3909 33.1233 0.0469 0.0 0.0 0.0
7421.0 1.0 3.2604 36.7303 0.052 0.0 0.0 0.0
7422.0 1.0 1.5215 28.4904 0.0403 0.0 0.0 0.0
7423.0 1.0 2.8256 35.02 0.0495 0.0 0.0 0.0
7424.0 1.0 1.9562 30.9796 0.0438 0.0 0.0 0.0
7425.0 1.0 3.043 35.8956 0.0508 0.0 0.0 0.0
7426.0 1.0 2.4996 33.6179 0.0476 0.0 0.0 0.0
7427.0 1.0 2.2823 32.6139 0.0461 0.0 0.0 0.0
7428.0 0.0 0.0 nan 0.0 nan nan nan
7429.0 1.0 1.1955 26.2903 0.0372 0.0 0.0 0.0
7430.0 1.0 3.369 37.1339 0.0525 0.0 0.0 0.0
7431.0 1.0 1.9562 30.9796 0.0438 0.0 0.0 0.0
7432.0 1.0 2.717 34.5649 0.0489 0.0 0.0 0.0
7433.0 1.0 2.3909 33.1233 0.0469 0.0 0.0 0.0
7434.0 1.0 3.2604 36.7303 0.052 0.0 0.0 0.0
7435.0 1.0 3.2604 36.7303 0.052 0.0 0.0 0.0
7436.0 1.0 2.1736 32.0871 0.0454 0.0 0.0 0.0
7437.0 1.0 3.2604 36.7303 0.052 0.0 0.0 0.0
7438.0 1.0 3.1517 36.3186 0.0514 0.0 0.0 0.0
7439.0 1.0 2.8256 35.02 0.0495 0.0 0.0 0.0
7440.0 1.0 3.1517 36.3186 0.0514 0.0 0.0 0.0
7441.0 1.0 1.3041 27.0631 0.0383 0.0 0.0 0.0
7442.0 1.0 2.8256 35.02 0.0495 0.0 0.0 0.0
7443.0 1.0 3.2604 36.7303 0.052 0.0 0.0 0.0
7444.0 1.0 3.369 37.1339 0.0525 0.0 0.0 0.0
7445.0 1.0 3.043 35.8956 0.0508 0.0 0.0 0.0
7446.0 0.0 0.0 nan 0.0 nan nan nan
7447.0 1.0 2.4996 33.6179 0.0476 0.0 0.0 0.0
7448.0 1.0 2.4996 33.6179 0.0476 0.0 0.0 0.0
7449.0 1.0 2.1736 32.0871 0.0454 0.0 0.0 0.0
7450.0 1.0 3.8038 38.6671 0.0547 0.0 0.0 0.0
7451.0 1.0 3.4777 37.5299 0.0531 0.0 0.0 0.0
7452.0 1.0 3.369 37.1339 0.0525 0.0 0.0 0.0
7453.0 1.0 0.6521 21.4805 0.0304 0.0 0.0 0.0
7454.0 1.0 2.9343 35.4632 0.0502 0.0 0.0 0.0
7455.0 1.0 2.4996 33.6179 0.0476 0.0 0.0 0.0
7456.0 1.0 2.8256 35.02 0.0495 0.0 0.0 0.0
7457.0 1.0 0.9781 24.589 0.0348 0.0 0.0 0.0
7458.0 1.0 2.8256 35.02 0.0495 0.0 0.0 0.0
7459.0 1.0 1.7389 29.7873 0.0421 0.0 0.0 0.0
7460.0 1.0 1.4128 27.7957 0.0393 0.0 0.0 0.0
7461.0 1.0 1.5215 28.4904 0.0403 0.0 0.0 0.0
7462.0 1.0 2.717 34.5649 0.0489 0.0 0.0 0.0
7463.0 0.0 0.0 nan 0.0 nan nan nan
7464.0 1.0 3.2604 36.7303 0.052 0.0 0.0 0.0
7465.0 1.0 3.6951 38.2951 0.0542 0.0 0.0 0.0
7466.0 1.0 2.8256 35.02 0.0495 0.0 0.0 0.0
7467.0 0.0 0.0 nan 0.0 nan nan nan
7468.0 1.0 2.3909 33.1233 0.0469 0.0 0.0 0.0
7469.0 1.0 1.5215 28.4904 0.0403 0.0 0.0 0.0
7470.0 1.0 1.5215 28.4904 0.0403 0.0 0.0 0.0
7471.0 1.0 3.1517 36.3186 0.0514 0.0 0.0 0.0
7472.0 1.0 2.3909 33.1233 0.0469 0.0 0.0 0.0
7473.0 1.0 3.1517 36.3186 0.0514 0.0 0.0 0.0
7474.0 1.0 3.6951 38.2951 0.0542 0.0 0.0 0.0
7475.0 1.0 2.717 34.5649 0.0489 0.0 0.0 0.0
7476.0 1.0 3.6951 38.2951 0.0542 0.0 0.0 0.0
7477.0 1.0 2.3909 33.1233 0.0469 0.0 0.0 0.0
7478.0 1.0 2.717 34.5649 0.0489 0.0 0.0 0.0
7479.0 1.0 3.2604 36.7303 0.052 0.0 0.0 0.0
7480.0 1.0 1.9562 30.9796 0.0438 0.0 0.0 0.0
7481.0 1.0 1.7389 29.7873 0.0421 0.0 0.0 0.0
7482.0 1.0 3.369 37.1339 0.0525 0.0 0.0 0.0
7483.0 1.0 3.1517 36.3186 0.0514 0.0 0.0 0.0
7484.0 1.0 1.4128 27.7957 0.0393 0.0 0.0 0.0
7485.0 1.0 2.717 34.5649 0.0489 0.0 0.0 0.0
7486.0 1.0 2.4996 33.6179 0.0476 0.0 0.0 0.0
7487.0 1.0 2.9343 35.4632 0.0502 0.0 0.0 0.0
7488.0 1.0 3.043 35.8956 0.0508 0.0 0.0 0.0
7489.0 1.0 2.3909 33.1233 0.0469 0.0 0.0 0.0
7490.0 1.0 2.6083 34.0976 0.0482 0.0 0.0 0.0
7491.0 1.0 2.8256 35.02 0.0495 0.0 0.0 0.0
7492.0 1.0 3.1517 36.3186 0.0514 0.0 0.0 0.0
7493.0 1.0 3.369 37.1339 0.0525 0.0 0.0 0.0
7494.0 1.0 2.4996 33.6179 0.0476 0.0 0.0 0.0
7495.0 1.0 1.9562 30.9802 0.0438 0.0 0.0 0.0
7496.0 1.0 2.6083 34.0981 0.0482 0.0 0.0 0.0
7497.0 1.0 1.5215 28.4904 0.0403 0.0 0.0 0.0
7498.0 1.0 2.0649 31.5439 0.0446 0.0 0.0 0.0
7499.0 1.0 1.7389 29.787 0.0421 0.0 0.0 0.0
7500.0 1.0 1.9562 30.9802 0.0438 0.0 0.0 0.0
7501.0 0.0 0.0 nan 0.0 nan nan nan
7502.0 1.0 1.4128 27.7952 0.0393 0.0 0.0 0.0
7503.0 1.0 2.717 34.5648 0.0489 0.0 0.0 0.0
7504.0 1.0 1.9562 30.9802 0.0438 0.0 0.0 0.0
7505.0 1.0 2.717 34.5648 0.0489 0.0 0.0 0.0
7506.0 1.0 3.5864 37.9164 0.0536 0.0 0.0 0.0
7507.0 1.0 2.1736 32.0873 0.0454 0.0 0.0 0.0
7508.0 1.0 3.2604 36.7311 0.052 0.0 0.0 0.0
7509.0 1.0 3.2604 36.7311 0.052 0.0 0.0 0.0
7510.0 0.0 0.0 nan 0.0 nan nan nan
7511.0 1.0 2.0649 31.5439 0.0446 0.0 0.0 0.0
7512.0 1.0 2.1736 32.0873 0.0454 0.0 0.0 0.0
7513.0 1.0 2.2823 32.6138 0.0461 0.0 0.0 0.0
7514.0 1.0 1.5215 28.4904 0.0403 0.0 0.0 0.0
7515.0 1.0 3.4777 37.529 0.0531 0.0 0.0 0.0
7516.0 0.0 0.0 nan 0.0 nan nan nan
7517.0 0.0 0.0 nan 0.0 nan nan nan
7518.0 1.0 2.6083 34.0981 0.0482 0.0 0.0 0.0
7519.0 1.0 2.717 34.5648 0.0489 0.0 0.0 0.0
7520.0 1.0 1.4128 27.7952 0.0393 0.0 0.0 0.0
7521.0 1.0 3.1517 36.3175 0.0514 0.0 0.0 0.0
7522.0 1.0 2.9343 35.4636 0.0502 0.0 0.0 0.0
7523.0 1.0 2.2823 32.6138 0.0461 0.0 0.0 0.0
7524.0 1.0 3.043 35.8966 0.0508 0.0 0.0 0.0
7525.0 1.0 2.1736 32.0873 0.0454 0.0 0.0 0.0
7526.0 1.0 1.0868 25.4679 0.036 0.0 0.0 0.0
7527.0 1.0 0.8694 23.6425 0.0334 0.0 0.0 0.0
7528.0 1.0 2.9343 35.4636 0.0502 0.0 0.0 0.0
7529.0 1.0 3.1517 36.3175 0.0514 0.0 0.0 0.0
7530.0 1.0 3.6951 38.2958 0.0542 0.0 0.0 0.0
7531.0 1.0 2.2823 32.6138 0.0461 0.0 0.0 0.0
7532.0 1.0 2.3909 33.1228 0.0469 0.0 0.0 0.0
7533.0 1.0 2.3909 33.1228 0.0469 0.0 0.0 0.0
7534.0 1.0 1.6302 29.1532 0.0412 0.0 0.0 0.0
7535.0 1.0 3.6951 38.2958 0.0542 0.0 0.0 0.0
7536.0 1.0 3.369 37.1347 0.0525 0.0 0.0 0.0
7537.0 1.0 2.3909 33.1228 0.0469 0.0 0.0 0.0
7538.0 1.0 3.2604 36.7311 0.052 0.0 0.0 0.0
7539.0 1.0 3.1517 36.3175 0.0514 0.0 0.0 0.0
7540.0 1.0 2.6083 34.0981 0.0482 0.0 0.0 0.0
7541.0 1.0 2.717 34.5648 0.0489 0.0 0.0 0.0
7542.0 1.0 3.369 37.1347 0.0525 0.0 0.0 0.0
7543.0 1.0 1.6302 29.1532 0.0412 0.0 0.0 0.0
7544.0 1.0 3.1517 36.3175 0.0514 0.0 0.0 0.0
7545.0 1.0 2.4996 33.6179 0.0476 0.0 0.0 0.0
7546.0 0.0 0.0 nan 0.0 nan nan nan
7547.0 0.0 0.0 nan 0.0 nan nan nan
7548.0 1.0 2.9343 35.4636 0.0502 0.0 0.0 0.0
7549.0 1.0 2.4996 33.6179 0.0476 0.0 0.0 0.0
7550.0 0.0 0.0 nan 0.0 nan nan nan
7551.0 0.0 0.0 nan 0.0 nan nan nan
7552.0 1.0 3.4777 37.529 0.0531 0.0 0.0 0.0
7553.0 1.0 2.2823 32.6138 0.0461 0.0 0.0 0.0
7554.0 0.0 0.0 nan 0.0 nan nan nan
7555.0 0.0 0.0 nan 0.0 nan nan nan
7556.0 1.0 2.2823 32.6138 0.0461 0.0 0.0 0.0
7557.0 1.0 2.2823 32.6138 0.0461 0.0 0.0 0.0
7558.0 1.0 3.043 35.8966 0.0508 0.0 0.0 0.0
7559.0 1.0 2.1736 32.0873 0.0454 0.0 0.0 0.0
7560.0 1.0 2.3909 33.1228 0.0469 0.0 0.0 0.0
7561.0 1.0 2.6083 34.0981 0.0482 0.0 0.0 0.0
7562.0 1.0 3.1517 36.3175 0.0514 0.0 0.0 0.0
7563.0 1.0 2.8256 35.0201 0.0495 0.0 0.0 0.0
7564.0 1.0 2.3909 33.1228 0.0469 0.0 0.0 0.0
7565.0 1.0 1.1955 26.2901 0.0372 0.0 0.0 0.0
7566.0 1.0 1.6302 29.1532 0.0412 0.0 0.0 0.0
7567.0 1.0 2.0649 31.5439 0.0446 0.0 0.0 0.0
7568.0 1.0 3.5864 37.9164 0.0536 0.0 0.0 0.0
7569.0 1.0 3.369 37.1347 0.0525 0.0 0.0 0.0
7570.0 1.0 2.0649 31.5439 0.0446 0.0 0.0 0.0
7571.0 1.0 3.043 35.8966 0.0508 0.0 0.0 0.0
7572.0 1.0 3.2604 36.7311 0.052 0.0 0.0 0.0
7573.0 1.0 2.3909 33.1228 0.0469 0.0 0.0 0.0
7574.0 1.0 3.1517 36.3175 0.0514 0.0 0.0 0.0
7575.0 1.0 2.2823 32.6138 0.0461 0.0 0.0 0.0
7576.0 1.0 2.2823 32.6138 0.0461 0.0 0.0 0.0
7577.0 1.0 3.1517 36.3175 0.0514 0.0 0.0 0.0
7578.0 0.0 0.0 nan 0.0 nan nan nan
7579.0 1.0 3.1517 36.3175 0.0514 0.0 0.0 0.0
7580.0 1.0 2.8256 35.0201 0.0495 0.0 0.0 0.0
