No. Number M200 sigma200 R200 Sigma M_sigma Sigma_LoS
6180.0 0.0 4.02 39.39 0.0557 nan nan nan
6181.0 0.0 1.74 29.79 0.0421 nan nan nan
6182.0 0.0 3.26 36.73 0.052 nan nan nan
6183.0 0.0 2.93 35.46 0.0502 nan nan nan
6184.0 0.0 1.41 27.8 0.0393 nan nan nan
6185.0 0.0 4.13 39.74 0.0562 nan nan nan
6186.0 0.0 0.87 23.64 0.0334 nan nan nan
6187.0 0.0 4.02 39.39 0.0557 nan nan nan
6188.0 0.0 2.72 34.57 0.0489 nan nan nan
6189.0 0.0 2.93 35.46 0.0502 nan nan nan
6190.0 0.0 3.8 38.67 0.0547 nan nan nan
6191.0 0.0 4.67 41.41 0.0586 nan nan nan
6192.0 0.0 3.48 37.53 0.0531 nan nan nan
6193.0 0.0 2.83 35.02 0.0495 nan nan nan
6194.0 0.0 4.13 39.74 0.0562 nan nan nan
6195.0 0.0 2.72 34.57 0.0489 nan nan nan
6196.0 0.0 2.5 33.62 0.0476 nan nan nan
6197.0 0.0 0.98 24.59 0.0348 nan nan nan
6198.0 0.0 4.24 40.09 0.0567 nan nan nan
6199.0 0.0 2.06 31.54 0.0446 nan nan nan
6200.0 0.0 3.26 36.73 0.052 nan nan nan
6201.0 0.0 0.0 nan 0.0 nan nan nan
6202.0 0.0 2.39 33.12 0.0469 nan nan nan
6203.0 0.0 4.13 39.74 0.0562 nan nan nan
6204.0 0.0 3.15 36.32 0.0514 nan nan nan
6205.0 0.0 0.0 nan 0.0 nan nan nan
6206.0 0.0 2.5 33.62 0.0476 nan nan nan
6207.0 0.0 3.37 37.13 0.0525 nan nan nan
6208.0 0.0 4.46 40.76 0.0577 nan nan nan
6209.0 0.0 0.0 nan 0.0 nan nan nan
6210.0 0.0 2.28 32.61 0.0461 nan nan nan
6211.0 0.0 4.24 40.09 0.0567 nan nan nan
6212.0 0.0 4.67 41.41 0.0586 nan nan nan
6213.0 0.0 2.5 33.62 0.0476 nan nan nan
6214.0 0.0 3.37 37.13 0.0525 nan nan nan
6215.0 0.0 3.26 36.73 0.052 nan nan nan
6216.0 0.0 3.15 36.32 0.0514 nan nan nan
6217.0 0.0 4.13 39.74 0.0562 nan nan nan
6218.0 0.0 3.8 38.67 0.0547 nan nan nan
6219.0 0.0 3.59 37.92 0.0536 nan nan nan
6220.0 0.0 1.52 28.49 0.0403 nan nan nan
6221.0 0.0 2.39 33.12 0.0469 nan nan nan
6222.0 0.0 3.26 36.73 0.052 nan nan nan
6223.0 0.0 0.0 nan 0.0 nan nan nan
6224.0 0.0 3.91 39.03 0.0552 nan nan nan
6225.0 0.0 3.59 37.92 0.0536 nan nan nan
6226.0 0.0 2.17 32.09 0.0454 nan nan nan
6227.0 0.0 3.48 37.53 0.0531 nan nan nan
6228.0 0.0 2.5 33.62 0.0476 nan nan nan
6229.0 0.0 4.02 39.39 0.0557 nan nan nan
6230.0 0.0 2.93 35.46 0.0502 nan nan nan
6231.0 0.0 2.28 32.61 0.0461 nan nan nan
6232.0 0.0 3.48 37.53 0.0531 nan nan nan
6233.0 0.0 2.5 33.62 0.0476 nan nan nan
6234.0 0.0 3.7 38.3 0.0542 nan nan nan
6235.0 0.0 4.02 39.39 0.0557 nan nan nan
6236.0 0.0 3.04 35.9 0.0508 nan nan nan
6237.0 0.0 3.91 39.03 0.0552 nan nan nan
6238.0 0.0 3.15 36.32 0.0514 nan nan nan
6239.0 0.0 3.7 38.3 0.0542 nan nan nan
6240.0 0.0 3.04 35.9 0.0508 nan nan nan
6241.0 0.0 3.15 36.32 0.0514 nan nan nan
6242.0 0.0 1.96 30.98 0.0438 nan nan nan
6243.0 0.0 4.35 40.43 0.0572 nan nan nan
6244.0 0.0 0.0 nan 0.0 nan nan nan
6245.0 0.0 0.0 nan 0.0 nan nan nan
6246.0 0.0 2.93 35.46 0.0502 nan nan nan
6247.0 0.0 3.37 37.13 0.0525 nan nan nan
6248.0 0.0 3.37 37.13 0.0525 nan nan nan
6249.0 0.0 0.0 nan 0.0 nan nan nan
6250.0 0.0 2.93 35.46 0.0502 nan nan nan
6251.0 0.0 1.52 28.49 0.0403 nan nan nan
6252.0 0.0 1.41 27.8 0.0393 nan nan nan
6253.0 0.0 3.37 37.13 0.0525 nan nan nan
6254.0 0.0 0.0 nan 0.0 nan nan nan
6255.0 0.0 0.98 24.59 0.0348 nan nan nan
6256.0 0.0 4.24 40.09 0.0567 nan nan nan
6257.0 0.0 2.06 31.54 0.0446 nan nan nan
6258.0 0.0 3.37 37.13 0.0525 nan nan nan
6259.0 0.0 3.59 37.92 0.0536 nan nan nan
6260.0 0.0 3.59 37.92 0.0536 nan nan nan
6261.0 0.0 3.15 36.32 0.0514 nan nan nan
6262.0 0.0 3.8 38.67 0.0547 nan nan nan
6263.0 0.0 0.0 nan 0.0 nan nan nan
6264.0 0.0 2.17 32.09 0.0454 nan nan nan
6265.0 0.0 3.8 38.67 0.0547 nan nan nan
6266.0 0.0 2.72 34.57 0.0489 nan nan nan
6267.0 0.0 3.48 37.53 0.0531 nan nan nan
6268.0 0.0 4.46 40.76 0.0577 nan nan nan
6269.0 0.0 3.26 36.73 0.052 nan nan nan
6270.0 0.0 2.93 35.46 0.0502 nan nan nan
6271.0 0.0 2.39 33.12 0.0469 nan nan nan
6272.0 0.0 3.8 38.67 0.0547 nan nan nan
6273.0 0.0 3.15 36.32 0.0514 nan nan nan
6274.0 0.0 3.15 36.32 0.0514 nan nan nan
6275.0 0.0 3.91 39.03 0.0552 nan nan nan
6276.0 0.0 2.28 32.61 0.0461 nan nan nan
6277.0 0.0 4.13 39.74 0.0562 nan nan nan
6278.0 0.0 3.15 36.32 0.0514 nan nan nan
6279.0 0.0 0.0 nan 0.0 nan nan nan
6280.0 0.0 2.93 35.46 0.0502 nan nan nan
6281.0 0.0 3.59 37.92 0.0536 nan nan nan
6282.0 0.0 2.61 34.1 0.0482 nan nan nan
6283.0 0.0 0.0 nan 0.0 nan nan nan
6284.0 0.0 4.13 39.74 0.0562 nan nan nan
6285.0 0.0 4.46 40.76 0.0577 nan nan nan
6286.0 0.0 1.52 28.49 0.0403 nan nan nan
6287.0 0.0 3.04 35.9 0.0508 nan nan nan
6288.0 0.0 3.7 38.3 0.0542 nan nan nan
6289.0 0.0 3.15 36.32 0.0514 nan nan nan
6290.0 0.0 2.72 34.57 0.0489 nan nan nan
6291.0 0.0 0.0 nan 0.0 nan nan nan
6292.0 0.0 2.17 32.09 0.0454 nan nan nan
6293.0 0.0 1.85 30.4 0.043 nan nan nan
6294.0 0.0 2.61 34.1 0.0482 nan nan nan
6295.0 0.0 3.04 35.9 0.0508 nan nan nan
6296.0 0.0 2.5 33.62 0.0476 nan nan nan
6297.0 0.0 4.13 39.74 0.0562 nan nan nan
6298.0 0.0 0.0 nan 0.0 nan nan nan
6299.0 0.0 3.48 37.53 0.0531 nan nan nan
6300.0 0.0 2.72 34.57 0.0489 nan nan nan
6301.0 0.0 3.26 36.73 0.052 nan nan nan
6302.0 0.0 3.04 35.9 0.0508 nan nan nan
6303.0 0.0 4.13 39.74 0.0562 nan nan nan
6304.0 0.0 2.93 35.46 0.0502 nan nan nan
6305.0 0.0 2.83 35.02 0.0495 nan nan nan
6306.0 0.0 2.39 33.12 0.0469 nan nan nan
6307.0 0.0 4.24 40.09 0.0567 nan nan nan
6308.0 0.0 3.48 37.53 0.0531 nan nan nan
6309.0 0.0 3.37 37.13 0.0525 nan nan nan
6310.0 0.0 3.7 38.3 0.0542 nan nan nan
6311.0 0.0 2.61 34.1 0.0482 nan nan nan
6312.0 0.0 2.61 34.1 0.0482 nan nan nan
6313.0 0.0 3.37 37.13 0.0525 nan nan nan
6314.0 0.0 4.24 40.09 0.0567 nan nan nan
6315.0 0.0 3.8 38.67 0.0547 nan nan nan
6316.0 0.0 3.48 37.53 0.0531 nan nan nan
6317.0 0.0 3.48 37.53 0.0531 nan nan nan
6318.0 0.0 3.8 38.67 0.0547 nan nan nan
6319.0 0.0 4.02 39.39 0.0557 nan nan nan
6320.0 0.0 1.63 29.15 0.0412 nan nan nan
6321.0 0.0 2.72 34.57 0.0489 nan nan nan
6322.0 0.0 2.93 35.46 0.0502 nan nan nan
6323.0 0.0 2.72 34.57 0.0489 nan nan nan
6324.0 0.0 3.15 36.32 0.0514 nan nan nan
6325.0 0.0 2.72 34.57 0.0489 nan nan nan
6326.0 0.0 2.39 33.12 0.0469 nan nan nan
6327.0 0.0 3.8 38.67 0.0547 nan nan nan
6328.0 0.0 4.02 39.39 0.0557 nan nan nan
6329.0 0.0 2.93 35.46 0.0502 nan nan nan
6330.0 0.0 3.8 38.67 0.0547 nan nan nan
6331.0 0.0 3.8 38.67 0.0547 nan nan nan
6332.0 0.0 3.15 36.32 0.0514 nan nan nan
6333.0 0.0 3.15 36.32 0.0514 nan nan nan
6334.0 0.0 2.83 35.02 0.0495 nan nan nan
6335.0 0.0 2.83 35.02 0.0495 nan nan nan
6336.0 0.0 3.37 37.13 0.0525 nan nan nan
6337.0 0.0 2.17 32.09 0.0454 nan nan nan
6338.0 0.0 3.48 37.53 0.0531 nan nan nan
6339.0 0.0 4.46 40.76 0.0577 nan nan nan
6340.0 0.0 3.91 39.03 0.0552 nan nan nan
6341.0 0.0 3.8 38.67 0.0547 nan nan nan
6342.0 0.0 3.59 37.92 0.0536 nan nan nan
6343.0 0.0 1.63 29.15 0.0412 nan nan nan
6344.0 0.0 3.04 35.9 0.0508 nan nan nan
6345.0 0.0 3.04 35.9 0.0508 nan nan nan
6346.0 0.0 0.0 nan 0.0 nan nan nan
6347.0 0.0 2.28 32.61 0.0461 nan nan nan
6348.0 0.0 4.35 40.43 0.0572 nan nan nan
6349.0 0.0 2.61 34.1 0.0482 nan nan nan
6350.0 0.0 3.8 38.67 0.0547 nan nan nan
6351.0 0.0 2.5 33.62 0.0476 nan nan nan
6352.0 0.0 4.24 40.09 0.0567 nan nan nan
6353.0 0.0 3.15 36.32 0.0514 nan nan nan
6354.0 0.0 1.2 26.29 0.0372 nan nan nan
6355.0 0.0 2.39 33.12 0.0469 nan nan nan
6356.0 0.0 2.72 34.57 0.0489 nan nan nan
6357.0 0.0 3.48 37.53 0.0531 nan nan nan
6358.0 0.0 2.28 32.61 0.0461 nan nan nan
6359.0 0.0 3.7 38.3 0.0542 nan nan nan
6360.0 0.0 1.3 27.06 0.0383 nan nan nan
6361.0 0.0 3.8 38.67 0.0547 nan nan nan
6362.0 0.0 3.7 38.3 0.0542 nan nan nan
6363.0 0.0 4.13 39.74 0.0562 nan nan nan
6364.0 0.0 3.48 37.53 0.0531 nan nan nan
6365.0 0.0 3.8 38.67 0.0547 nan nan nan
6366.0 0.0 4.56 41.09 0.0581 nan nan nan
6367.0 0.0 4.24 40.09 0.0567 nan nan nan
6368.0 0.0 2.28 32.61 0.0461 nan nan nan
6369.0 0.0 2.93 35.46 0.0502 nan nan nan
6370.0 0.0 4.24 40.09 0.0567 nan nan nan
6371.0 0.0 2.72 34.57 0.0489 nan nan nan
6372.0 0.0 0.98 24.59 0.0348 nan nan nan
6373.0 0.0 3.15 36.32 0.0514 nan nan nan
6374.0 0.0 2.72 34.57 0.0489 nan nan nan
6375.0 0.0 2.28 32.61 0.0461 nan nan nan
6376.0 0.0 2.61 34.1 0.0482 nan nan nan
6377.0 0.0 3.15 36.32 0.0514 nan nan nan
6378.0 0.0 3.7 38.3 0.0542 nan nan nan
6379.0 0.0 2.5 33.62 0.0476 nan nan nan
6380.0 0.0 0.0 nan 0.0 nan nan nan
6381.0 0.0 2.17 32.09 0.0454 nan nan nan
6382.0 0.0 3.37 37.14 0.0525 nan nan nan
6383.0 0.0 3.37 37.14 0.0525 nan nan nan
6384.0 0.0 3.37 37.14 0.0525 nan nan nan
6385.0 0.0 2.83 35.02 0.0495 nan nan nan
6386.0 0.0 4.02 39.39 0.0557 nan nan nan
6387.0 0.0 3.48 37.53 0.0531 nan nan nan
6388.0 0.0 3.91 39.03 0.0552 nan nan nan
6389.0 0.0 3.15 36.32 0.0514 nan nan nan
6390.0 0.0 2.83 35.02 0.0495 nan nan nan
6391.0 0.0 3.59 37.92 0.0536 nan nan nan
6392.0 0.0 2.93 35.46 0.0502 nan nan nan
6393.0 0.0 3.91 39.03 0.0552 nan nan nan
6394.0 0.0 2.93 35.46 0.0502 nan nan nan
6395.0 0.0 0.0 nan 0.0 nan nan nan
6396.0 0.0 4.24 40.09 0.0567 nan nan nan
6397.0 0.0 2.93 35.46 0.0502 nan nan nan
6398.0 0.0 3.15 36.32 0.0514 nan nan nan
6399.0 0.0 0.0 nan 0.0 nan nan nan
6400.0 0.0 3.15 36.32 0.0514 nan nan nan
6401.0 0.0 3.37 37.14 0.0525 nan nan nan
6402.0 0.0 4.35 40.43 0.0572 nan nan nan
6403.0 0.0 3.37 37.14 0.0525 nan nan nan
6404.0 0.0 3.26 36.73 0.052 nan nan nan
6405.0 0.0 2.83 35.02 0.0495 nan nan nan
6406.0 0.0 2.5 33.62 0.0476 nan nan nan
6407.0 0.0 2.93 35.46 0.0502 nan nan nan
6408.0 0.0 0.0 nan 0.0 nan nan nan
6409.0 0.0 3.04 35.9 0.0508 nan nan nan
6410.0 0.0 4.02 39.39 0.0557 nan nan nan
6411.0 0.0 3.15 36.32 0.0514 nan nan nan
6412.0 0.0 3.59 37.92 0.0536 nan nan nan
6413.0 0.0 3.59 37.92 0.0536 nan nan nan
6414.0 0.0 0.0 nan 0.0 nan nan nan
6415.0 0.0 2.83 35.02 0.0495 nan nan nan
6416.0 0.0 2.17 32.09 0.0454 nan nan nan
6417.0 0.0 3.7 38.3 0.0542 nan nan nan
6418.0 0.0 0.0 nan 0.0 nan nan nan
6419.0 0.0 0.0 nan 0.0 nan nan nan
6420.0 0.0 0.0 nan 0.0 nan nan nan
6421.0 0.0 4.02 39.39 0.0557 nan nan nan
6422.0 0.0 4.24 40.09 0.0567 nan nan nan
6423.0 0.0 2.17 32.09 0.0454 nan nan nan
6424.0 0.0 0.76 22.61 0.032 nan nan nan
6425.0 0.0 2.17 32.09 0.0454 nan nan nan
6426.0 0.0 3.26 36.73 0.052 nan nan nan
6427.0 0.0 2.72 34.57 0.0489 nan nan nan
6428.0 0.0 0.0 nan 0.0 nan nan nan
6429.0 0.0 3.37 37.14 0.0525 nan nan nan
6430.0 0.0 1.85 30.4 0.043 nan nan nan
6431.0 0.0 2.61 34.1 0.0482 nan nan nan
6432.0 0.0 4.02 39.39 0.0557 nan nan nan
6433.0 0.0 3.7 38.3 0.0542 nan nan nan
6434.0 0.0 2.61 34.1 0.0482 nan nan nan
6435.0 0.0 0.98 24.59 0.0348 nan nan nan
6436.0 0.0 1.52 28.49 0.0403 nan nan nan
6437.0 0.0 3.48 37.53 0.0531 nan nan nan
6438.0 0.0 3.8 38.67 0.0547 nan nan nan
6439.0 0.0 4.02 39.39 0.0557 nan nan nan
6440.0 0.0 2.17 32.09 0.0454 nan nan nan
6441.0 0.0 3.59 37.92 0.0536 nan nan nan
6442.0 0.0 3.91 39.03 0.0552 nan nan nan
6443.0 0.0 4.02 39.39 0.0557 nan nan nan
6444.0 0.0 0.98 24.59 0.0348 nan nan nan
6445.0 0.0 3.04 35.9 0.0508 nan nan nan
6446.0 0.0 3.26 36.73 0.052 nan nan nan
6447.0 0.0 1.96 30.98 0.0438 nan nan nan
6448.0 0.0 2.83 35.02 0.0495 nan nan nan
6449.0 0.0 3.26 36.73 0.052 nan nan nan
6450.0 0.0 2.5 33.62 0.0476 nan nan nan
6451.0 0.0 3.59 37.92 0.0536 nan nan nan
6452.0 0.0 3.59 37.92 0.0536 nan nan nan
6453.0 0.0 2.17 32.09 0.0454 nan nan nan
6454.0 0.0 3.04 35.9 0.0508 nan nan nan
6455.0 0.0 1.2 26.29 0.0372 nan nan nan
6456.0 0.0 3.04 35.9 0.0508 nan nan nan
6457.0 0.0 3.26 36.73 0.052 nan nan nan
6458.0 0.0 1.85 30.4 0.043 nan nan nan
6459.0 0.0 1.74 29.79 0.0421 nan nan nan
6460.0 0.0 2.39 33.12 0.0469 nan nan nan
6461.0 0.0 0.0 nan 0.0 nan nan nan
6462.0 0.0 3.59 37.92 0.0536 nan nan nan
6463.0 0.0 3.04 35.9 0.0508 nan nan nan
6464.0 0.0 2.28 32.61 0.0461 nan nan nan
6465.0 0.0 3.48 37.53 0.0531 nan nan nan
6466.0 0.0 3.48 37.53 0.0531 nan nan nan
6467.0 0.0 3.26 36.73 0.052 nan nan nan
6468.0 0.0 2.61 34.1 0.0482 nan nan nan
6469.0 0.0 0.0 nan 0.0 nan nan nan
6470.0 0.0 4.24 40.09 0.0567 nan nan nan
6471.0 0.0 3.48 37.53 0.0531 nan nan nan
6472.0 0.0 2.5 33.62 0.0476 nan nan nan
6473.0 0.0 0.0 nan 0.0 nan nan nan
6474.0 0.0 2.72 34.57 0.0489 nan nan nan
6475.0 0.0 3.37 37.14 0.0525 nan nan nan
6476.0 0.0 1.85 30.4 0.043 nan nan nan
6477.0 0.0 3.37 37.14 0.0525 nan nan nan
6478.0 0.0 2.06 31.54 0.0446 nan nan nan
6479.0 0.0 3.37 37.14 0.0525 nan nan nan
6480.0 0.0 4.24 40.09 0.0567 nan nan nan
6481.0 0.0 2.5 33.62 0.0476 nan nan nan
6482.0 0.0 0.0 nan 0.0 nan nan nan
6483.0 0.0 3.91 39.03 0.0552 nan nan nan
6484.0 0.0 2.72 34.57 0.0489 nan nan nan
6485.0 0.0 0.0 nan 0.0 nan nan nan
6486.0 0.0 2.06 31.54 0.0446 nan nan nan
6487.0 0.0 4.24 40.09 0.0567 nan nan nan
6488.0 0.0 2.72 34.57 0.0489 nan nan nan
6489.0 0.0 1.09 25.47 0.036 nan nan nan
6490.0 0.0 1.3 27.06 0.0383 nan nan nan
6491.0 0.0 2.39 33.12 0.0469 nan nan nan
6492.0 0.0 1.63 29.15 0.0412 nan nan nan
6493.0 0.0 0.0 nan 0.0 nan nan nan
6494.0 0.0 2.93 35.46 0.0502 nan nan nan
6495.0 0.0 0.65 21.48 0.0304 nan nan nan
6496.0 0.0 2.5 33.62 0.0476 nan nan nan
6497.0 0.0 3.91 39.03 0.0552 nan nan nan
6498.0 0.0 3.04 35.9 0.0508 nan nan nan
6499.0 1.0 3.7 38.3 0.0542 0.0 0.0 0.0
6500.0 0.0 3.7 38.3 0.0542 nan nan nan
6501.0 0.0 3.15 36.32 0.0514 nan nan nan
6502.0 0.0 3.8 38.67 0.0547 nan nan nan
6503.0 0.0 3.15 36.32 0.0514 nan nan nan
6504.0 0.0 1.96 30.98 0.0438 nan nan nan
6505.0 0.0 2.61 34.1 0.0482 nan nan nan
6506.0 0.0 2.83 35.02 0.0495 nan nan nan
6507.0 0.0 4.02 39.39 0.0557 nan nan nan
6508.0 0.0 3.37 37.14 0.0525 nan nan nan
6509.0 0.0 3.7 38.3 0.0542 nan nan nan
6510.0 0.0 2.93 35.46 0.0502 nan nan nan
6511.0 0.0 4.24 40.09 0.0567 nan nan nan
6512.0 0.0 3.48 37.53 0.0531 nan nan nan
6513.0 0.0 3.59 37.92 0.0536 nan nan nan
6514.0 0.0 2.93 35.46 0.0502 nan nan nan
6515.0 0.0 2.39 33.12 0.0469 nan nan nan
6516.0 0.0 3.15 36.32 0.0514 nan nan nan
6517.0 0.0 3.26 36.73 0.052 nan nan nan
6518.0 0.0 3.91 39.03 0.0552 nan nan nan
6519.0 0.0 4.24 40.09 0.0567 nan nan nan
6520.0 0.0 3.26 36.73 0.052 nan nan nan
6521.0 0.0 3.59 37.92 0.0536 nan nan nan
6522.0 0.0 3.59 37.92 0.0536 nan nan nan
6523.0 0.0 3.8 38.67 0.0547 nan nan nan
6524.0 0.0 0.0 nan 0.0 nan nan nan
6525.0 0.0 0.0 nan 0.0 nan nan nan
6526.0 0.0 0.0 nan 0.0 nan nan nan
6527.0 0.0 3.48 37.53 0.0531 nan nan nan
6528.0 0.0 3.7 38.3 0.0542 nan nan nan
6529.0 0.0 3.15 36.32 0.0514 nan nan nan
6530.0 0.0 3.48 37.53 0.0531 nan nan nan
6531.0 0.0 3.04 35.9 0.0508 nan nan nan
6532.0 0.0 3.7 38.3 0.0542 nan nan nan
6533.0 0.0 3.26 36.73 0.052 nan nan nan
6534.0 0.0 3.59 37.92 0.0536 nan nan nan
6535.0 0.0 2.72 34.56 0.0489 nan nan nan
6536.0 0.0 2.93 35.46 0.0502 nan nan nan
6537.0 0.0 2.72 34.56 0.0489 nan nan nan
6538.0 0.0 3.37 37.13 0.0525 nan nan nan
6539.0 0.0 2.39 33.12 0.0469 nan nan nan
6540.0 0.0 3.8 38.67 0.0547 nan nan nan
6541.0 0.0 3.15 36.32 0.0514 nan nan nan
6542.0 0.0 2.83 35.02 0.0495 nan nan nan
6543.0 0.0 2.5 33.62 0.0476 nan nan nan
6544.0 0.0 2.93 35.46 0.0502 nan nan nan
6545.0 0.0 2.17 32.09 0.0454 nan nan nan
6546.0 0.0 2.06 31.54 0.0446 nan nan nan
6547.0 0.0 3.37 37.13 0.0525 nan nan nan
6548.0 0.0 2.17 32.09 0.0454 nan nan nan
6549.0 0.0 2.5 33.62 0.0476 nan nan nan
6550.0 0.0 3.37 37.13 0.0525 nan nan nan
6551.0 0.0 4.02 39.39 0.0557 nan nan nan
6552.0 0.0 1.2 26.29 0.0372 nan nan nan
6553.0 0.0 2.72 34.56 0.0489 nan nan nan
6554.0 0.0 3.59 37.92 0.0536 nan nan nan
6555.0 0.0 3.15 36.32 0.0514 nan nan nan
6556.0 0.0 2.61 34.1 0.0482 nan nan nan
6557.0 0.0 2.72 34.56 0.0489 nan nan nan
6558.0 0.0 3.91 39.03 0.0552 nan nan nan
6559.0 0.0 3.48 37.53 0.0531 nan nan nan
6560.0 0.0 0.0 nan 0.0 nan nan nan
6561.0 0.0 1.74 29.79 0.0421 nan nan nan
6562.0 0.0 3.59 37.92 0.0536 nan nan nan
6563.0 0.0 3.37 37.13 0.0525 nan nan nan
6564.0 0.0 3.48 37.53 0.0531 nan nan nan
6565.0 0.0 0.0 nan 0.0 nan nan nan
6566.0 0.0 0.0 nan 0.0 nan nan nan
6567.0 0.0 2.93 35.46 0.0502 nan nan nan
6568.0 0.0 4.35 40.43 0.0572 nan nan nan
6569.0 0.0 0.0 nan 0.0 nan nan nan
6570.0 0.0 3.59 37.92 0.0536 nan nan nan
6571.0 0.0 3.37 37.13 0.0525 nan nan nan
6572.0 0.0 3.91 39.03 0.0552 nan nan nan
6573.0 0.0 3.59 37.92 0.0536 nan nan nan
6574.0 0.0 3.04 35.9 0.0508 nan nan nan
6575.0 0.0 3.26 36.73 0.052 nan nan nan
6576.0 0.0 3.48 37.53 0.0531 nan nan nan
6577.0 0.0 4.24 40.09 0.0567 nan nan nan
6578.0 0.0 2.5 33.62 0.0476 nan nan nan
6579.0 0.0 2.61 34.1 0.0482 nan nan nan
6580.0 0.0 3.59 37.92 0.0536 nan nan nan
6581.0 0.0 0.0 nan 0.0 nan nan nan
6582.0 0.0 3.48 37.53 0.0531 nan nan nan
6583.0 0.0 1.74 29.79 0.0421 nan nan nan
6584.0 0.0 1.52 28.49 0.0403 nan nan nan
6585.0 0.0 0.0 nan 0.0 nan nan nan
6586.0 0.0 3.26 36.73 0.052 nan nan nan
6587.0 0.0 1.2 26.29 0.0372 nan nan nan
6588.0 0.0 3.7 38.3 0.0542 nan nan nan
6589.0 0.0 3.59 37.92 0.0536 nan nan nan
6590.0 0.0 1.09 25.47 0.036 nan nan nan
6591.0 0.0 3.91 39.03 0.0552 nan nan nan
6592.0 0.0 4.24 40.09 0.0567 nan nan nan
6593.0 0.0 3.91 39.03 0.0552 nan nan nan
6594.0 0.0 2.72 34.56 0.0489 nan nan nan
6595.0 0.0 3.15 36.32 0.0514 nan nan nan
6596.0 0.0 4.02 39.39 0.0557 nan nan nan
6597.0 0.0 3.48 37.53 0.0531 nan nan nan
6598.0 0.0 2.5 33.62 0.0476 nan nan nan
6599.0 0.0 3.26 36.73 0.052 nan nan nan
6600.0 0.0 3.26 36.73 0.052 nan nan nan
6601.0 0.0 3.7 38.3 0.0542 nan nan nan
6602.0 0.0 3.04 35.9 0.0508 nan nan nan
6603.0 0.0 3.37 37.13 0.0525 nan nan nan
6604.0 0.0 2.39 33.12 0.0469 nan nan nan
6605.0 0.0 3.8 38.67 0.0547 nan nan nan
6606.0 0.0 2.83 35.02 0.0495 nan nan nan
6607.0 0.0 3.48 37.53 0.0531 nan nan nan
6608.0 0.0 3.04 35.9 0.0508 nan nan nan
6609.0 0.0 3.7 38.3 0.0542 nan nan nan
6610.0 0.0 3.59 37.92 0.0536 nan nan nan
6611.0 0.0 4.24 40.09 0.0567 nan nan nan
6612.0 0.0 3.8 38.67 0.0547 nan nan nan
6613.0 0.0 3.37 37.13 0.0525 nan nan nan
6614.0 0.0 2.39 33.12 0.0469 nan nan nan
6615.0 0.0 3.7 38.3 0.0542 nan nan nan
6616.0 0.0 2.83 35.02 0.0495 nan nan nan
6617.0 0.0 0.0 nan 0.0 nan nan nan
6618.0 0.0 3.04 35.9 0.0508 nan nan nan
6619.0 0.0 0.0 nan 0.0 nan nan nan
6620.0 0.0 4.02 39.39 0.0557 nan nan nan
6621.0 0.0 2.39 33.12 0.0469 nan nan nan
6622.0 0.0 3.04 35.9 0.0508 nan nan nan
6623.0 0.0 3.37 37.13 0.0525 nan nan nan
6624.0 0.0 3.8 38.67 0.0547 nan nan nan
6625.0 0.0 3.7 38.3 0.0542 nan nan nan
6626.0 0.0 0.0 nan 0.0 nan nan nan
6627.0 0.0 3.91 39.03 0.0552 nan nan nan
6628.0 0.0 0.0 nan 0.0 nan nan nan
6629.0 0.0 3.04 35.9 0.0508 nan nan nan
6630.0 0.0 2.61 34.1 0.0482 nan nan nan
6631.0 0.0 4.02 39.39 0.0557 nan nan nan
6632.0 0.0 3.59 37.92 0.0536 nan nan nan
6633.0 0.0 3.48 37.53 0.0531 nan nan nan
6634.0 0.0 1.63 29.15 0.0412 nan nan nan
6635.0 0.0 2.93 35.46 0.0502 nan nan nan
6636.0 0.0 2.93 35.46 0.0502 nan nan nan
6637.0 0.0 2.83 35.02 0.0495 nan nan nan
6638.0 0.0 3.91 39.03 0.0552 nan nan nan
6639.0 0.0 2.5 33.62 0.0476 nan nan nan
6640.0 0.0 2.06 31.54 0.0446 nan nan nan
6641.0 0.0 3.26 36.73 0.052 nan nan nan
6642.0 0.0 2.83 35.02 0.0495 nan nan nan
6643.0 0.0 3.48 37.53 0.0531 nan nan nan
6644.0 0.0 1.96 30.98 0.0438 nan nan nan
6645.0 0.0 3.26 36.73 0.052 nan nan nan
6646.0 0.0 3.26 36.73 0.052 nan nan nan
6647.0 0.0 3.59 37.92 0.0536 nan nan nan
6648.0 0.0 2.28 32.61 0.0461 nan nan nan
6649.0 0.0 3.37 37.13 0.0525 nan nan nan
6650.0 0.0 2.06 31.54 0.0446 nan nan nan
6651.0 0.0 3.04 35.9 0.0508 nan nan nan
6652.0 0.0 4.02 39.39 0.0557 nan nan nan
6653.0 0.0 1.63 29.15 0.0412 nan nan nan
6654.0 0.0 2.39 33.12 0.0469 nan nan nan
6655.0 0.0 2.93 35.46 0.0502 nan nan nan
6656.0 0.0 2.17 32.09 0.0454 nan nan nan
6657.0 0.0 3.91 39.03 0.0552 nan nan nan
6658.0 0.0 0.0 nan 0.0 nan nan nan
6659.0 0.0 3.26 36.73 0.052 nan nan nan
6660.0 0.0 0.0 nan 0.0 nan nan nan
6661.0 0.0 3.04 35.9 0.0508 nan nan nan
6662.0 0.0 3.59 37.92 0.0536 nan nan nan
6663.0 0.0 3.48 37.53 0.0531 nan nan nan
6664.0 0.0 3.37 37.13 0.0525 nan nan nan
