No. Number_particles M200 sigma200 R200 Sigma M_sigma Sigma_LoS Offset offset_log a_major b_inter c_minor major_dispersion intermediate_dispersion minor_dispersion
5936.0 16.0 1.7389 29.7872 0.0421 39.2626 3.0211 20.237 0.00917 -2.03772 0.01717 0.01008 0.006 24.71589 21.95222 21.18438
5937.0 23.0 2.4996 33.6179 0.0476 46.4853 4.7793 28.0366 0.01435 -1.84314 0.01127 0.01148 0.01114 25.27803 29.48191 25.54842
5938.0 23.0 2.4996 33.6179 0.0476 45.8673 4.653 24.1902 nan nan 0.018 0.01202 0.00911 28.81254 24.2639 26.17071
5939.0 39.0 4.2385 40.0869 0.0567 57.4557 8.707 32.765 0.00548 -2.26155 0.01754 0.01133 0.00899 37.01942 33.40277 28.54775
5940.0 29.0 3.1517 36.3183 0.0514 46.3751 5.1388 35.4599 0.00841 -2.07516 0.02 0.01236 0.00924 36.7517 19.71811 20.27703
5941.0 33.0 3.5864 37.9163 0.0536 52.7171 6.9328 31.0785 0.0111 -1.95463 0.01422 0.01284 0.01005 32.16947 31.24549 27.71173
5942.0 36.0 3.9124 39.0325 0.0552 50.6952 6.5998 26.2252 0.01049 -1.97911 0.02106 0.01082 0.00914 31.33209 27.36853 28.97012
5943.0 30.0 3.2604 36.7305 0.052 48.2046 5.6155 25.3884 0.00886 -2.0526 0.01662 0.01206 0.00913 26.26905 25.42257 31.42161
5944.0 35.0 3.8038 38.6679 0.0547 51.1009 6.6431 29.7559 0.009 -2.04553 0.0193 0.01149 0.00998 28.89986 29.80511 29.7952
5945.0 36.0 3.9124 39.0325 0.0552 51.8435 6.9021 31.0032 0.00602 -2.22048 0.01363 0.01448 0.00939 25.67216 34.69295 28.72432
5946.0 14.0 1.5215 28.4904 0.0403 40.2691 3.0396 17.664 0.01203 -1.91957 0.01042 0.0095 0.00674 17.72457 30.72771 19.05902
5947.0 42.0 4.5645 41.0909 0.0581 44.6206 5.3824 23.6344 0.0012 -2.92111 0.01917 0.01581 0.01539 31.06531 22.70915 22.58838
5948.0 29.0 3.1517 36.3183 0.0514 51.1293 6.2464 28.1112 0.01028 -1.98793 0.01478 0.01259 0.0093 31.82021 31.18425 25.08438
5949.0 0.0 0.0 nan 0.0 nan nan nan nan nan nan nan nan nan nan nan
5950.0 19.0 2.0649 31.5436 0.0446 65.2973 8.8484 26.4065 0.00324 -2.48967 0.01501 0.00888 0.00561 42.41865 33.09365 37.00273
5951.0 26.0 2.8256 35.0204 0.0495 52.7459 6.41 31.0693 0.0078 -2.10768 0.0161 0.01098 0.01193 38.76883 28.06107 22.17399
5952.0 16.0 1.7389 29.7872 0.0421 42.1802 3.4868 19.5668 0.00367 -2.4353 0.01281 0.01061 0.00586 19.53625 22.4371 29.90115
5953.0 41.0 4.4558 40.7618 0.0577 57.2802 8.7989 33.9647 0.00553 -2.25722 0.01626 0.01205 0.00918 31.02594 31.6189 36.31327
5954.0 42.0 4.5645 41.0909 0.0581 62.5322 10.5708 36.0922 0.00485 -2.31394 0.01432 0.0129 0.00863 38.97467 31.47722 37.42232
5955.0 19.0 2.0649 31.5436 0.0446 34.9358 2.5329 19.3063 0.00654 -2.18458 0.01656 0.01276 0.00726 19.73513 22.57856 17.92328
5956.0 40.0 4.3472 40.4266 0.0572 55.3525 8.1497 35.1181 0.00834 -2.07859 0.01449 0.01198 0.01098 36.21254 28.49119 30.67244
5957.0 31.0 3.369 37.1348 0.0525 48.5028 5.7475 25.0572 0.00804 -2.09462 0.01711 0.01507 0.00953 30.48985 29.57283 23.41669
5958.0 42.0 4.5645 41.0909 0.0581 60.1624 9.7848 30.7013 0.00728 -2.13779 0.01155 0.01083 0.00989 34.53732 39.60991 29.28722
5959.0 43.0 4.6732 41.4142 0.0586 57.6735 9.0629 34.7052 0.01355 -1.86812 0.01606 0.0117 0.01232 34.48548 35.12561 30.0528
5960.0 0.0 0.0 nan 0.0 nan nan nan nan nan nan nan nan nan nan nan
5961.0 32.0 3.4777 37.5292 0.0531 47.6047 5.5957 28.7977 0.00936 -2.02889 0.0163 0.01505 0.01129 27.34722 26.96612 28.12758
5962.0 36.0 3.9124 39.0325 0.0552 52.4216 7.0569 27.3061 0.00345 -2.46224 0.01275 0.01126 0.01152 29.94784 33.98912 26.37972
5963.0 35.0 3.8038 38.6679 0.0547 56.7814 8.2021 34.2945 0.00719 -2.14334 0.01435 0.00955 0.00803 30.24942 36.71008 31.00754
5964.0 29.0 3.1517 36.3183 0.0514 51.1189 6.2439 31.9636 0.01031 -1.98658 0.01848 0.01088 0.00941 29.29037 30.46829 28.75591
5965.0 34.0 3.6951 38.2956 0.0542 52.8893 7.0479 27.9703 0.00757 -2.12105 0.02021 0.01184 0.00921 36.21038 28.17068 26.31539
5966.0 35.0 3.8038 38.6679 0.0547 51.0396 6.6272 31.4811 0.01486 -1.82785 0.01929 0.01284 0.01098 29.20412 33.33236 25.32027
5967.0 25.0 2.717 34.5656 0.0489 46.4244 4.9011 24.6706 0.00572 -2.2429 0.01519 0.01135 0.01049 34.36499 21.52111 22.60786
5968.0 27.0 2.9343 35.4637 0.0502 46.085 4.9552 25.1327 0.00484 -2.31515 0.01509 0.01302 0.00803 25.91888 26.57286 27.31153
5969.0 11.0 1.1955 26.2898 0.0372 49.3816 4.2179 26.606 nan nan 0.01434 0.00785 0.00663 25.23701 26.16718 33.42031
5970.0 36.0 3.9124 39.0325 0.0552 61.2234 9.6256 33.604 0.00581 -2.23578 0.01253 0.01152 0.00942 33.64358 35.51504 36.81166
5971.0 31.0 3.369 37.1348 0.0525 46.0076 5.1713 28.426 0.01521 -1.81794 0.01446 0.01219 0.01052 23.6653 28.86361 26.89881
5972.0 37.0 4.0211 39.3905 0.0557 55.4959 7.9815 32.2273 0.01122 -1.94995 0.01488 0.01365 0.01059 30.36296 32.41542 33.27346
5973.0 27.0 2.9343 35.4637 0.0502 55.8264 7.2714 33.0559 0.01023 -1.99015 0.01812 0.01084 0.00881 36.42164 27.84321 31.85603
5974.0 32.0 3.4777 37.5292 0.0531 53.8183 7.1518 28.306 0.00525 -2.27971 0.01379 0.01338 0.00994 37.49326 29.57186 24.82284
5975.0 35.0 3.8038 38.6679 0.0547 44.3717 5.0087 29.2784 0.00901 -2.04506 0.01991 0.01332 0.00644 28.87134 24.05337 23.59518
5976.0 37.0 4.0211 39.3905 0.0557 57.5994 8.598 29.2916 0.00417 -2.3803 0.01617 0.01416 0.00897 38.32318 29.64414 31.14876
5977.0 36.0 3.9124 39.0325 0.0552 45.2024 5.2471 27.8086 0.0045 -2.34656 0.01724 0.0141 0.00957 24.1232 28.3041 25.69447
5978.0 35.0 3.8038 38.6679 0.0547 63.3867 10.2214 38.0392 0.00675 -2.17079 0.01246 0.01034 0.00972 35.39102 33.34472 40.66305
5979.0 34.0 3.6951 38.2956 0.0542 55.5422 7.7727 34.5027 0.0062 -2.20726 0.01573 0.01387 0.00958 29.83518 30.79353 35.30657
5980.0 27.0 2.9343 35.4637 0.0502 43.2088 4.356 23.6576 0.01118 -1.95145 0.01464 0.01407 0.0106 23.16163 28.5933 22.64863
5981.0 35.0 3.8038 38.6679 0.0547 59.6234 9.0437 29.9662 0.00723 -2.14113 0.01446 0.01068 0.00913 37.21674 33.7459 32.11031
5982.0 22.0 2.3909 33.1233 0.0469 42.172 3.8757 23.8491 0.00687 -2.16281 0.01546 0.01112 0.01154 24.64493 24.3146 24.08114
5983.0 44.0 4.7819 41.7319 0.059 55.6888 8.5152 33.6537 0.00592 -2.2278 0.01622 0.01293 0.00966 31.57972 30.72082 34.06168
5984.0 43.0 4.6732 41.4142 0.0586 58.1525 9.2141 35.0793 0.00568 -2.24595 0.01317 0.01216 0.01151 32.41174 31.78379 36.34531
5985.0 37.0 4.0211 39.3896 0.0557 52.7014 7.1982 28.9043 0.00407 -2.39004 0.01622 0.01172 0.00773 30.8507 35.26757 24.12192
5986.0 42.0 4.5645 41.0903 0.0581 52.538 7.4621 30.6965 0.00729 -2.13733 0.01753 0.01215 0.01183 29.84112 30.55905 30.59233
5987.0 38.0 4.1298 39.7427 0.0562 53.2813 7.4227 29.5256 0.01215 -1.91559 0.01489 0.01128 0.00975 27.4422 35.73225 28.44351
5988.0 34.0 3.6951 38.2957 0.0542 64.5848 10.5095 36.0264 0.01889 -1.72382 0.02189 0.01652 0.01376 32.97248 42.57 35.66238
5989.0 31.0 3.369 37.1346 0.0525 47.5218 5.5174 27.7486 0.01021 -1.9909 0.02128 0.01307 0.00799 30.21325 23.36745 28.27444
5990.0 29.0 3.1517 36.3181 0.0514 49.6872 5.8991 30.3261 0.00955 -2.01988 0.01413 0.01257 0.00989 29.75762 30.69344 25.3222
5991.0 0.0 0.0 nan 0.0 nan nan nan nan nan nan nan nan nan nan nan
5992.0 35.0 3.8038 38.6673 0.0547 57.095 8.2932 29.7351 0.00499 -2.30152 0.01686 0.01658 0.01153 38.1788 30.33866 29.69485
5993.0 31.0 3.369 37.1346 0.0525 53.8247 7.078 30.0634 0.00444 -2.35247 0.01421 0.01136 0.0085 34.41526 26.02421 32.17804
5994.0 42.0 4.5645 41.0903 0.0581 54.7307 8.098 31.5486 0.01009 -1.99619 0.01826 0.01415 0.01089 33.1014 27.85163 33.52668
5995.0 28.0 3.043 35.896 0.0508 43.1332 4.3937 26.4438 0.01119 -1.95105 0.02147 0.01106 0.00731 24.91839 25.84984 23.90256
5996.0 8.0 0.8694 23.6424 0.0334 34.7732 1.8808 18.6873 nan nan 0.0136 0.00619 0.0051 19.36667 24.22873 15.71862
5997.0 31.0 3.369 37.1346 0.0525 52.9168 6.8413 32.4402 0.00391 -2.40739 0.01201 0.01345 0.00968 34.99427 21.24954 33.52684
5998.0 33.0 3.5864 37.917 0.0536 161.2024 64.8238 120.1861 0.00579 -2.23723 0.01187 0.01013 0.00944 72.88403 87.44405 114.13882
5999.0 17.0 1.8475 30.3956 0.043 47.4342 4.4994 30.1685 0.00973 -2.01192 0.01362 0.00967 0.00668 34.46183 25.49956 20.30157
6000.0 17.0 1.8475 30.3956 0.043 38.4944 2.9632 18.1159 0.00357 -2.44771 0.0147 0.01082 0.00782 23.03181 16.82665 25.84985
6001.0 32.0 3.4777 37.5295 0.0531 56.885 7.99 35.7931 0.00479 -2.31964 0.01429 0.01022 0.00843 25.65596 40.22094 30.98305
6002.0 17.0 1.8475 30.3956 0.043 38.0391 2.8936 21.3704 0.00667 -2.17603 0.01409 0.01143 0.0059 23.6689 23.40793 18.40729
6003.0 0.0 0.0 nan 0.0 nan nan nan nan nan nan nan nan nan nan nan
6004.0 28.0 3.043 35.896 0.0508 53.4082 6.7364 28.0397 0.00575 -2.24016 0.01602 0.0107 0.0074 37.05864 28.11418 26.24282
6005.0 31.0 3.369 37.1346 0.0525 65.3381 10.4299 33.3544 0.00875 -2.05796 0.01499 0.01118 0.00984 31.66459 47.67407 31.52147
6006.0 30.0 3.2604 36.7308 0.052 53.311 6.8681 29.6188 0.00902 -2.04471 0.01627 0.01134 0.00941 31.64849 32.653 27.82477
6007.0 38.0 4.1298 39.7427 0.0562 53.3023 7.4286 37.7639 0.00943 -2.02566 0.02114 0.01306 0.01148 28.4751 22.99363 38.75045
6008.0 0.0 0.0 nan 0.0 nan nan nan nan nan nan nan nan nan nan nan
6009.0 38.0 4.1298 39.7427 0.0562 49.8839 6.5063 29.3562 0.00855 -2.06781 0.01429 0.01222 0.01085 27.70969 33.28554 24.75171
6010.0 37.0 4.0211 39.3896 0.0557 57.6236 8.6057 34.0102 0.00498 -2.3032 0.01446 0.01397 0.00849 33.99187 35.89424 29.60809
6011.0 30.0 3.2604 36.7308 0.052 58.1579 8.1738 33.8894 0.00665 -2.17686 0.01297 0.0098 0.00877 28.63396 33.42078 38.01961
6012.0 19.0 2.0649 31.5438 0.0446 50.4478 5.2815 33.2205 0.00483 -2.31581 0.01451 0.0125 0.0087 26.27613 35.46467 24.42964
6013.0 32.0 3.4777 37.5295 0.0531 77.1864 14.7106 37.6503 0.00374 -2.42736 0.01711 0.01289 0.00993 36.08723 49.77381 46.66926
6014.0 39.0 4.2385 40.0886 0.0567 58.0066 8.8741 30.0829 0.00381 -2.41916 0.01815 0.01086 0.00898 28.51621 38.59983 32.58293
6015.0 34.0 3.6951 38.2957 0.0542 51.7233 6.7405 30.2319 0.00847 -2.07224 0.01615 0.01088 0.01148 30.50284 31.91025 26.95568
6016.0 41.0 4.4558 40.762 0.0577 52.3239 7.342 32.3741 0.00593 -2.22681 0.01655 0.01227 0.01043 30.98373 33.58466 25.49246
6017.0 37.0 4.0211 39.3896 0.0557 47.439 5.8325 24.7035 nan nan 0.01825 0.01229 0.0117 31.48212 26.2467 23.88396
6018.0 0.0 0.0 nan 0.0 nan nan nan nan nan nan nan nan nan nan nan
6019.0 10.0 1.0868 25.4676 0.036 42.3179 3.0007 24.2055 0.00586 -2.23192 0.00865 0.00636 0.00349 26.15385 20.84654 25.92693
6020.0 34.0 3.6951 38.2957 0.0542 55.6637 7.8067 34.7611 0.00982 -2.00779 0.01618 0.01642 0.01162 34.46419 30.45505 31.35525
6021.0 33.0 3.5864 37.917 0.0536 49.8781 6.206 27.2584 0.00305 -2.51539 0.02209 0.01073 0.00872 33.39131 25.63033 26.75685
6022.0 39.0 4.2385 40.0886 0.0567 60.5707 9.6759 30.1294 0.00963 -2.01656 0.01708 0.00967 0.00876 40.87349 33.45542 29.64618
6023.0 35.0 3.8038 38.6673 0.0547 46.5015 5.5012 24.9201 0.00778 -2.10877 0.01854 0.01536 0.01118 23.70266 31.62453 24.50429
6024.0 0.0 0.0 nan 0.0 nan nan nan nan nan nan nan nan nan nan nan
6025.0 41.0 4.4558 40.762 0.0577 47.3102 6.0024 26.5766 0.00661 -2.17963 0.01609 0.01182 0.01041 29.68198 26.99421 25.07089
6026.0 31.0 3.369 37.1346 0.0525 52.5713 6.7522 30.9717 0.00859 -2.06624 0.01862 0.01028 0.00941 32.57953 22.78153 34.39934
6027.0 30.0 3.2604 36.7308 0.052 50.6782 6.2065 28.4017 0.00678 -2.16872 0.01899 0.0142 0.01134 25.51309 31.70659 30.2002
6028.0 35.0 3.8038 38.6673 0.0547 56.9712 8.2572 27.2494 0.00994 -2.00279 0.01233 0.01211 0.00925 32.78062 34.60444 31.20392
6029.0 29.0 3.1517 36.3181 0.0514 49.7926 5.9241 27.4195 0.01228 -1.91065 0.0189 0.01355 0.01073 30.08344 27.47028 28.62999
6030.0 22.0 2.3909 33.1233 0.0469 41.8579 3.8182 22.3053 0.0101 -1.99583 0.02043 0.01044 0.00813 25.515 25.76763 20.90684
6031.0 39.0 4.2385 40.0886 0.0567 57.2947 8.6576 33.6185 0.0079 -2.10216 0.01517 0.01172 0.01185 33.19496 32.9558 33.08618
6032.0 37.0 4.0211 39.3896 0.0557 48.9144 6.2009 28.4341 0.00477 -2.32142 0.01641 0.01451 0.0135 27.98554 26.17376 30.40333
6033.0 39.0 4.2385 40.0886 0.0567 47.3666 5.9172 27.4613 0.01231 -1.90965 0.02104 0.01583 0.01293 24.49705 29.43562 27.87532
6034.0 0.0 0.0 nan 0.0 nan nan nan nan nan nan nan nan nan nan nan
6035.0 30.0 3.2604 36.7308 0.052 51.4511 6.3973 29.2284 0.00535 -2.27201 0.01356 0.01218 0.00905 31.35268 23.61126 33.26766
6036.0 29.0 3.1517 36.3181 0.0514 52.7795 6.6562 31.9552 0.00854 -2.06844 0.01521 0.01004 0.00904 28.85088 31.83893 30.65258
6037.0 27.0 2.9343 35.4634 0.0502 49.6092 5.7421 24.3856 0.00667 -2.17589 0.01844 0.01191 0.0095 32.98041 26.67495 25.72579
6038.0 30.0 3.2604 36.7308 0.052 50.1655 6.0816 30.0403 0.01376 -1.86149 0.0148 0.01041 0.00786 29.1896 28.88709 28.81113
6039.0 21.0 2.2823 32.6138 0.0461 41.188 3.64 25.1428 0.00827 -2.08228 0.01594 0.01068 0.01016 20.44731 25.36873 25.19502
6040.0 28.0 3.043 35.896 0.0508 55.3666 7.2395 30.5416 0.00503 -2.29833 0.01321 0.00877 0.00529 38.87078 32.38431 22.48964
6041.0 20.0 2.1736 32.0873 0.0454 50.3064 5.3426 30.6559 0.00507 -2.29511 0.0137 0.00921 0.00718 29.56436 33.16102 23.60144
6042.0 25.0 2.717 34.5649 0.0489 48.1666 5.276 25.8194 0.00141 -2.8514 0.02052 0.01087 0.00734 22.47561 27.48706 32.5473
6043.0 23.0 2.4996 33.6178 0.0476 52.3484 6.061 29.2555 0.0031 -2.50874 0.01415 0.00969 0.0068 33.24102 28.25471 28.93197
6044.0 35.0 3.8038 38.6673 0.0547 52.2377 6.9421 28.6168 0.01012 -1.9947 0.01718 0.01173 0.0108 29.57035 30.86489 30.02884
6045.0 28.0 3.043 35.896 0.0508 58.4394 8.0653 32.6748 0.00607 -2.21661 0.01423 0.00891 0.00804 37.09857 31.09361 32.74208
6046.0 34.0 3.6951 38.2957 0.0542 53.2766 7.1515 31.3822 0.00881 -2.05503 0.01693 0.00997 0.00829 29.61865 32.09424 30.51372
6047.0 33.0 3.5864 37.917 0.0536 46.5081 5.3957 26.8118 0.001 -3.00198 0.01624 0.0165 0.00932 26.57771 30.28677 23.22367
6048.0 30.0 3.2604 36.7308 0.052 53.87 7.0129 26.547 0.00365 -2.43725 0.01534 0.00947 0.00711 34.56065 33.97867 23.51566
6049.0 36.0 3.9124 39.0328 0.0552 55.2359 7.8348 27.8346 0.00795 -2.0999 0.01274 0.00886 0.00994 36.79531 27.96527 30.24981
6050.0 34.0 3.6951 38.2957 0.0542 62.4009 9.8108 33.1834 0.00149 -2.82582 0.01369 0.01204 0.01008 30.9832 40.07804 36.4372
6051.0 32.0 3.4777 37.5295 0.0531 50.5018 6.2974 28.7496 0.01039 -1.98339 0.01355 0.01132 0.00853 35.35276 29.08691 21.32062
6052.0 30.0 3.2604 36.7308 0.052 48.9676 5.7946 25.2798 0.00288 -2.54072 0.01483 0.01292 0.00952 28.7606 29.63359 26.3155
6053.0 14.0 1.5215 28.4903 0.0403 45.12 3.8161 22.6225 nan nan 0.01706 0.01289 0.00818 28.71751 23.16258 25.97331
6054.0 42.0 4.5645 41.0903 0.0581 54.0952 7.911 32.4627 0.00962 -2.01699 0.01838 0.01098 0.01048 32.03438 32.11502 29.47387
6055.0 32.0 3.4777 37.5295 0.0531 47.3572 5.5376 27.8807 0.0103 -1.98702 0.018 0.01533 0.01062 25.24933 30.53795 25.93478
6056.0 35.0 3.8038 38.6673 0.0547 55.3873 7.8045 33.1804 0.00802 -2.09595 0.01557 0.01149 0.00705 28.11704 36.78423 30.39908
6057.0 34.0 3.6951 38.2957 0.0542 55.4804 7.7554 30.0828 0.00493 -2.30732 0.0158 0.01264 0.00799 41.57125 25.60837 26.34603
6058.0 17.0 1.8475 30.3956 0.043 30.6195 1.8749 19.9423 0.00702 -2.15381 0.01703 0.0114 0.00848 18.0679 17.45174 17.50831
6059.0 34.0 3.6951 38.2957 0.0542 105.5033 28.045 51.468 0.00891 -2.04991 0.01601 0.01147 0.00661 68.65584 70.04125 38.87869
6060.0 32.0 3.4777 37.5295 0.0531 54.1642 7.2439 30.2664 0.00787 -2.10417 0.01534 0.01121 0.0104 36.89108 32.14656 23.22516
6061.0 31.0 3.369 37.1346 0.0525 45.2819 5.0095 27.5398 0.01281 -1.89248 0.01991 0.01334 0.01107 25.70957 24.94383 27.69973
6062.0 31.0 3.369 37.1346 0.0525 49.713 6.0379 30.8868 0.00875 -2.05809 0.01514 0.0149 0.00817 32.61651 25.17094 27.82034
6063.0 35.0 3.8038 38.6673 0.0547 51.3133 6.6986 28.2196 0.00968 -2.01399 0.01616 0.01141 0.01079 24.99858 28.26896 34.77059
6064.0 32.0 3.4777 37.5295 0.0531 51.3473 6.5101 28.1592 0.00838 -2.07672 0.01373 0.01224 0.00832 32.54301 26.97227 29.15464
6065.0 15.0 1.6302 29.153 0.0412 41.843 3.3583 21.0696 0.01071 -1.97028 0.01409 0.00872 0.0074 30.39198 18.51414 22.00894
6066.0 27.0 2.9343 35.4634 0.0502 68.3102 10.8873 25.4471 0.00819 -2.08696 0.01724 0.01715 0.01074 29.9577 52.57123 31.70299
6067.0 37.0 4.0211 39.3896 0.0557 103.8885 27.9716 66.9049 0.00776 -2.11022 0.01996 0.01023 0.00995 73.42907 27.22269 68.26356
6068.0 23.0 2.4996 33.6178 0.0476 42.9526 4.0805 27.9058 0.01312 -1.88192 0.0161 0.01298 0.0089 29.87114 19.91722 23.57849
6069.0 38.0 4.1298 39.7427 0.0562 58.6005 8.9788 33.1931 0.00579 -2.2374 0.01765 0.01229 0.0081 29.03843 36.13592 35.84672
6070.0 36.0 3.9124 39.0328 0.0552 49.2677 6.2332 30.193 0.00555 -2.25543 0.01591 0.01264 0.00867 29.28308 30.73847 24.99915
6071.0 35.0 3.8038 38.6673 0.0547 48.4499 5.9719 26.2576 0.01018 -1.99229 0.01542 0.01349 0.0094 24.85309 31.6236 27.0123
6072.0 30.0 3.2604 36.7308 0.052 56.6319 7.7505 27.3477 0.0071 -2.14887 0.01132 0.00883 0.00736 29.78481 37.03949 30.79144
6073.0 38.0 4.1298 39.7427 0.0562 61.4751 9.8812 34.9349 0.00885 -2.05307 0.01285 0.00835 0.00669 34.13745 36.14487 36.15752
6074.0 21.0 2.2823 32.6138 0.0461 40.1785 3.4638 22.5871 0.00691 -2.16036 0.01246 0.0086 0.00595 27.90901 24.35657 15.56148
6075.0 33.0 3.5864 37.917 0.0536 48.4514 5.8561 28.3757 0.01543 -1.81169 0.01636 0.01162 0.01109 32.49998 23.6198 27.0813
6076.0 38.0 4.1298 39.7427 0.0562 46.6655 5.6938 27.171 0.0101 -1.99564 0.01675 0.01569 0.01116 29.46368 24.6381 26.50514
6077.0 21.0 2.2823 32.6138 0.0461 52.248 5.8574 28.0175 0.00277 -2.5573 0.01544 0.00974 0.00628 37.09867 27.62602 24.29703
6078.0 26.0 2.8256 35.0204 0.0495 88.2058 17.9255 48.4891 0.0046 -2.33718 0.01426 0.00911 0.00726 23.24837 35.74563 77.2142
6079.0 36.0 3.9124 39.0328 0.0552 58.7477 8.8628 41.554 0.01016 -1.99319 0.0133 0.01234 0.01122 42.34636 30.50999 26.96691
6080.0 22.0 2.3909 33.1233 0.0469 53.5905 6.2586 34.201 0.00639 -2.19432 0.01239 0.00797 0.00781 24.9062 41.48046 23.04322
6081.0 30.0 3.2604 36.7308 0.052 56.4748 7.7075 30.4251 0.00767 -2.11529 0.01375 0.01048 0.00799 31.62264 34.97752 31.08028
6082.0 27.0 2.9343 35.4634 0.0502 48.7495 5.5448 26.283 0.0087 -2.0606 0.01544 0.01034 0.00872 31.77138 25.7468 26.53676
6083.0 0.0 0.0 nan 0.0 nan nan nan nan nan nan nan nan nan nan nan
6084.0 0.0 0.0 nan 0.0 nan nan nan nan nan nan nan nan nan nan nan
6085.0 29.0 3.1517 36.3181 0.0514 51.7219 6.3921 31.8825 0.00893 -2.04897 0.0226 0.012 0.006 23.80604 35.40393 29.24017
6086.0 24.0 2.6083 34.0978 0.0482 53.7281 6.476 35.2152 0.0084 -2.07551 0.01735 0.01191 0.00833 39.77473 28.84489 21.74053
6087.0 36.0 3.9124 39.0328 0.0552 47.9393 5.9016 29.4088 0.01053 -1.97776 0.01917 0.01653 0.00996 30.59427 29.26534 22.4879
6088.0 36.0 3.9124 39.0328 0.0552 54.2997 7.5715 27.7318 0.00857 -2.06683 0.01362 0.01138 0.01012 27.09195 35.0884 31.35747
6089.0 0.0 0.0 nan 0.0 nan nan nan nan nan nan nan nan nan nan nan
6090.0 37.0 4.0211 39.3896 0.0557 48.4896 6.0937 27.8313 0.00568 -2.24538 0.01484 0.01435 0.01262 31.53985 26.43066 25.64954
6091.0 40.0 4.3472 40.4276 0.0572 52.2339 7.257 30.8362 0.00613 -2.21255 0.01658 0.01478 0.00831 28.85325 35.52676 25.17386
6092.0 24.0 2.6083 34.0978 0.0482 46.0732 4.7621 27.6023 0.00505 -2.29692 0.01368 0.01 0.00922 26.18836 25.24153 28.28034
6093.0 19.0 2.0649 31.5438 0.0446 42.3233 3.7173 25.9227 0.0018 -2.7454 0.02023 0.01389 0.00501 23.20001 27.07857 22.79848
6094.0 35.0 3.8038 38.6673 0.0547 50.6192 6.5186 29.8565 0.00907 -2.04248 0.0142 0.01085 0.01024 27.88408 25.65744 33.56297
6095.0 36.0 3.9124 39.0328 0.0552 61.5224 9.7198 35.9362 0.00633 -2.1988 0.01347 0.01147 0.00931 34.66818 39.16977 32.38607
6096.0 33.0 3.5864 37.917 0.0536 56.7443 8.0322 36.1254 0.00616 -2.21043 0.01428 0.01316 0.00731 39.47267 31.7825 25.52829
6097.0 29.0 3.1517 36.3181 0.0514 56.9265 7.7433 29.0549 0.00875 -2.05777 0.01407 0.0118 0.00932 35.92774 31.48575 30.95924
6098.0 37.0 4.0211 39.3896 0.0557 51.5712 6.8928 32.2045 0.00573 -2.24201 0.01725 0.01326 0.01008 32.59017 32.15699 23.73601
6099.0 31.0 3.369 37.1346 0.0525 48.3274 5.7061 27.055 0.0068 -2.16724 0.01719 0.0129 0.011 28.84064 24.96119 29.67655
6100.0 33.0 3.5864 37.917 0.0536 51.6031 6.6427 30.3966 0.00588 -2.23035 0.01769 0.01363 0.01093 30.84126 30.05556 28.43169
6101.0 40.0 4.3472 40.4276 0.0572 53.7856 7.6945 34.5841 0.00652 -2.18587 0.02 0.01318 0.01028 32.35864 32.6339 27.94344
6102.0 42.0 4.5645 41.0903 0.0581 58.7044 9.3166 38.0524 0.00908 -2.04192 0.01456 0.01329 0.0097 35.56776 36.5198 29.11089
6103.0 34.0 3.6951 38.2957 0.0542 54.6155 7.5154 34.6209 0.01707 -1.76778 0.0165 0.01208 0.00854 25.43565 34.64971 33.69388
6104.0 29.0 3.1517 36.3181 0.0514 51.8081 6.4134 27.6383 0.0069 -2.16104 0.01553 0.01029 0.00896 26.76241 32.06533 30.65401
6105.0 36.0 3.9124 39.0328 0.0552 45.0999 5.2232 25.7292 0.01064 -1.97315 0.01819 0.01477 0.0101 22.99879 27.31373 27.55031
6106.0 34.0 3.6951 38.2957 0.0542 53.6569 7.2539 32.0841 0.00593 -2.22668 0.01333 0.01 0.00898 29.50607 32.87326 30.45984
6107.0 38.0 4.1298 39.7427 0.0562 59.1054 9.1341 33.2838 0.00372 -2.42963 0.01419 0.01248 0.00794 38.84454 29.66348 33.236
6108.0 35.0 3.8038 38.6684 0.0547 51.5197 6.7522 29.4006 0.00662 -2.17902 0.01433 0.0117 0.01248 24.19484 30.77771 33.49065
6109.0 19.0 2.0649 31.5434 0.0446 47.9395 4.7694 26.6014 0.00503 -2.29848 0.01172 0.00986 0.00812 21.18378 30.09899 30.71636
6110.0 40.0 4.3472 40.4269 0.0572 47.9929 6.1266 28.575 0.0103 -1.98732 0.01551 0.01347 0.01068 27.13651 25.762 30.05401
6111.0 33.0 3.5864 37.9168 0.0536 49.5357 6.1211 27.7902 0.01031 -1.98684 0.0172 0.01071 0.00726 28.0296 32.59034 24.61702
6112.0 0.0 0.0 nan 0.0 nan nan nan nan nan nan nan nan nan nan nan
6113.0 36.0 3.9124 39.0328 0.0552 80.6083 16.6858 35.4367 0.01098 -1.95927 0.01851 0.01156 0.01078 63.40391 38.69728 31.30761
6114.0 41.0 4.4558 40.7626 0.0577 56.5903 8.588 32.1315 0.00968 -2.01391 0.0151 0.01277 0.01034 29.27903 32.78248 35.64426
6115.0 29.0 3.1517 36.3179 0.0514 51.1873 6.2607 26.5662 0.01074 -1.9691 0.01578 0.01283 0.00912 26.97383 34.46045 26.5523
6116.0 33.0 3.5864 37.9168 0.0536 54.199 7.3279 29.8038 0.00959 -2.0181 0.01336 0.01315 0.01209 29.89222 29.57679 34.19353
